"DOT_category","dot_title_norm","SOC","soc_title_norm"
"825","elevator constructor supervisor","49-1011.00","first line supervisors of mechanics installers and repairers"
"825","electric track switch maintainer","49-9097.00","signal and track switch repairers"
"825","elevator examiner and adjuster","47-4021.00","elevator and escalator installers and repairers"
"825","electrician aircraft","49-2091.00","avionics technicians"
"825","electrician","47-2111.00","electricians"
"825","electrician automotive","49-2096.00","electronic equipment installers and repairers motor vehicles"
"825","electrician locomotive","49-2093.00","electrical and electronics installers and repairers transportation equipment"
"825","experimental rocket sled mechanic","49-3011.00","aircraft mechanics and service technicians"
"825","vibrator equipment tester","51-9061.00","inspectors testers sorters samplers and weighers"
"825","automatic window seat and top lift repairer","49-3023.00","automotive service technicians and mechanics"
"825","third rail installer","49-9051.00","electrical power line installers and repairers"
"825","elevator constructor helper","49-9098.00","helpers installation maintenance and repair workers"
"825","electrician helper automotive","47-3013.00","helpers electricians"
"825","battery charger","49-2092.00","electric motor power tool and related repairers"
"826","electrical supervisor","49-1011.00","first line supervisors of mechanics installers and repairers"
"826","supervisor electrical assemblies","51-1011.00","first line supervisors of production and operating workers"
"826","field service engineer","49-9061.00","camera and photographic equipment repairers"
"826","assembler and wirer industrial equipment","51-2022.00","electrical and electronic equipment assemblers"
"826","cell repairer","49-2092.00","electric motor power tool and related repairers"
"826","anode builder","51-9161.00","computer numerically controlled tool operators"
"826","anode builder","51-9162.00","computer numerically controlled tool programmers"
"826","anode builder","51-9199.00","production workers all other"
"827","electrical appliance servicer supervisor","49-1011.00","first line supervisors of mechanics installers and repairers"
"827","supervisor major appliance assembly","51-1011.00","first line supervisors of production and operating workers"
"827","supervisor air conditioning installer","47-1011.03","solar energy installation managers"
"827","electrical appliance servicer","49-9031.00","home appliance repairers"
"827","air conditioning unit tester","51-9061.00","inspectors testers sorters samplers and weighers"
"827","refrigeration mechanic","49-9021.00","heating air conditioning and refrigeration mechanics and installers"
"827","gas charger","51-9161.00","computer numerically controlled tool operators"
"827","gas charger","51-9162.00","computer numerically controlled tool programmers"
"827","gas charger","51-9199.00","production workers all other"
"827","foam charger","51-9111.00","packaging and filling machine operators and tenders"
"828","supervisor electronic controls repairer","49-1011.00","first line supervisors of mechanics installers and repairers"
"828","electronic sales and service technician","49-2094.00","electrical and electronics repairers commercial and industrial equipment"
"828","electronic organ technician","49-2097.00","audiovisual equipment installers and repairers"
"828","senior technician controls","17-3023.00","electrical and electronic engineering technologists and technicians"
"828","electronics mechanic","49-2011.00","computer automated teller and office machine repairers"
"828","missile facilities repairer","49-9043.00","maintenance workers machinery"
"828","equipment installer","49-2096.00","electronic equipment installers and repairers motor vehicles"
"828","assembler electromechanical","17-3024.00","electro mechanical and mechatronics technologists and technicians"
"829","cable supervisor","49-1011.00","first line supervisors of mechanics installers and repairers"
"829","electrician supervisor","47-1011.00","first line supervisors of construction trades and extraction workers"
"829","complaint inspector","51-9061.00","inspectors testers sorters samplers and weighers"
"829","dental equipment installer and servicer","49-9062.00","medical equipment repairers"
"829","electrician maintenance","47-2111.00","electricians"
"829","control equipment electrician","49-2094.00","electrical and electronics repairers commercial and industrial equipment"
"829","automatic door mechanic","49-9011.00","mechanical door repairers"
"829","in flight refueling system repairer","49-2091.00","avionics technicians"
"829","sound technician","49-2022.00","telecommunications equipment installers and repairers except line installers"
"829","cable splicer","49-9051.00","electrical power line installers and repairers"
"829","pinsetter adjuster automatic","49-9041.00","industrial machinery mechanics"
"829","cable splicer helper","49-9098.00","helpers installation maintenance and repair workers"
"829","battery inspector","49-2092.00","electric motor power tool and related repairers"
"829","body wirer","49-2093.00","electrical and electronics installers and repairers transportation equipment"
"829","cable puller","51-9161.00","computer numerically controlled tool operators"
"829","cable puller","51-9162.00","computer numerically controlled tool programmers"
"829","cable puller","51-9199.00","production workers all other"
"829","electrician helper","47-3013.00","helpers electricians"
"840","supervisor painting","47-1011.00","first line supervisors of construction trades and extraction workers"
"840","painter","47-2141.00","painters construction and maintenance"
"840","glass tinter","51-9123.00","painting coating and decorating workers"
"840","painter helper shipyard","47-3014.00","helpers painters paperhangers plasterers and stucco masons"
"841","supervisor billposting","47-1011.00","first line supervisors of construction trades and extraction workers"
"841","paperhanger","47-2142.00","paperhangers"
"842","supervisor dry wall application","47-1011.00","first line supervisors of construction trades and extraction workers"
"842","lather","47-2031.00","carpenters"
"842","plasterer","47-2161.00","plasterers and stucco masons"
"842","dry wall applicator","47-2081.00","drywall and ceiling tile installers"
"842","taper","47-2082.00","tapers"
"842","plaster machine tender","47-2061.00","construction laborers"
"842","dry wall sprayer","51-9123.00","painting coating and decorating workers"
"843","supervisor doping","47-1011.00","first line supervisors of construction trades and extraction workers"
"843","wood caulker","51-9161.00","computer numerically controlled tool operators"
"843","wood caulker","51-9162.00","computer numerically controlled tool programmers"
"843","wood caulker","51-9199.00","production workers all other"
"843","metal sprayer corrosion prevention","51-4193.00","plating machine setters operators and tenders metal and plastic"
"843","undercoater","51-9123.00","painting coating and decorating workers"
"844","cement mason","47-2051.00","cement masons and concrete finishers"
"844","cell maker","51-9195.00","molders shapers and casters except metal and plastic"
"844","cement sprayer helper nozzle","47-3019.00","helpers construction trades all other"
"845","painter apprentice transportation equipment","51-9124.00","coating painting and spraying machine setters operators and tenders"
"845","car scrubber","53-7061.00","cleaners of vehicles and equipment"
"845","painter helper automotive","51-9198.00","helpers production workers"
"849","dispatcher","51-1011.00","first line supervisors of production and operating workers"
"849","airplane coverer","51-9161.00","computer numerically controlled tool operators"
"849","airplane coverer","51-9162.00","computer numerically controlled tool programmers"
"849","airplane coverer","51-9199.00","production workers all other"
"849","boiler reliner plastic block","49-9045.00","refractory materials repairers except brickmasons"
"849","solar film installer","51-9022.00","grinding and polishing workers hand"
"849","pump tender cement based materials","47-2061.00","construction laborers"
"850","supervisor reclamation","19-2041.02","environmental restoration planners"
"850","supervisor reclamation","47-1011.00","first line supervisors of construction trades and extraction workers"
"850","miner","47-5032.00","explosives workers ordnance handling experts and blasters"
"850","inspector of dredging","53-7199.00","material moving workers all other"
"850","grade checker","47-2061.00","construction laborers"
"850","horizontal earth boring machine operator","47-5023.00","earth drillers except oil and gas"
"850","dredge operator","53-7031.00","dredge operators"
"850","elevating grader operator","47-2073.00","operating engineers and other construction equipment operators"
"850","lock tender ii","51-8099.00","plant and system operators all other"
"850","stripping shovel operator","47-5022.00","excavating and loading machine and dragline operators surface mining"
"850","shield runner","47-5099.00","extraction workers all other"
"850","excavator","19-4044.00","hydrologic technicians"
"850","excavator","19-4099.00","life physical and social science technicians all other"
"850","horizontal earth boring machine operator helper","47-3019.00","helpers construction trades all other"
"850","stripping shovel oiler","49-9043.00","maintenance workers machinery"
"851","bank boss","47-1011.00","first line supervisors of construction trades and extraction workers"
"851","sewer line repairer tele grout","47-4099.00","construction and related workers all other"
"851","sewer line photo inspector","13-1082.00","project management specialists"
"851","sewer line photo inspector","13-1199.00","business operations specialists all other"
"851","irrigation system installer","47-2151.00","pipelayers"
"851","septic tank installer","47-5022.00","excavating and loading machine and dragline operators surface mining"
"851","septic tank installer","53-7199.00","material moving workers all other"
"853","supervisor asphalt paving","47-1011.00","first line supervisors of construction trades and extraction workers"
"853","asphalt paving machine operator","47-2071.00","paving surfacing and tamping equipment operators"
"853","asphalt distributor tender","47-2061.00","construction laborers"
"859","supervisor right of way maintenance","47-1011.00","first line supervisors of construction trades and extraction workers"
"859","supervisor grading","53-1043.00","first line supervisors of material moving machine and vehicle operators"
"859","supervisor grading","53-1044.00","first line supervisors of passenger attendants"
"859","supervisor grading","53-1049.00","first line supervisors of transportation workers all other"
"859","blaster","47-5032.00","explosives workers ordnance handling experts and blasters"
"859","street openings inspector","47-4011.00","construction and building inspectors"
"859","gravel inspector","51-9061.00","inspectors testers sorters samplers and weighers"
"859","well drill operator","47-5023.00","earth drillers except oil and gas"
"859","pile driver operator","47-2072.00","pile driver operators"
"859","operating engineer","47-2073.00","operating engineers and other construction equipment operators"
"859","railway equipment operator","47-4061.00","rail track laying and maintenance equipment operators"
"859","reinforcing steel machine operator","47-2071.00","paving surfacing and tamping equipment operators"
"859","lane marker installer","47-4051.00","highway maintenance workers"
"859","blaster helper","47-5081.00","helpers extraction workers"
"860","supervisor acoustical tile carpenters","47-1011.00","first line supervisors of construction trades and extraction workers"
"860","carpenter labor supervisor","53-1042.00","first line supervisors of helpers laborers and material movers hand"
"860","carpenter inspector","51-9061.00","inspectors testers sorters samplers and weighers"
"860","carpenter maintenance","47-2031.00","carpenters"
"860","acoustical carpenter","47-2081.00","drywall and ceiling tile installers"
"860","joiner helper","47-3012.00","helpers carpenters"
"860","car blocker","53-7062.00","laborers and freight stock and material movers hand"
"860","display fabricator","51-9161.00","computer numerically controlled tool operators"
"860","display fabricator","51-9162.00","computer numerically controlled tool programmers"
"860","display fabricator","51-9199.00","production workers all other"
"861","bricklayer supervisor","47-1011.00","first line supervisors of construction trades and extraction workers"
"861","supervisor smoke control","49-1011.00","first line supervisors of mechanics installers and repairers"
"861","composition stone applicator","47-2022.00","stonemasons"
"861","acid tank liner","47-2021.00","brickmasons and blockmasons"
"861","soft tile setter","47-2042.00","floor layers except carpet wood and hard tiles"
"861","terrazzo worker","47-2053.00","terrazzo workers and finishers"
"861","tile setter","47-2044.00","tile and stone setters"
"861","marble finisher","47-3011.00","helpers brickmasons blockmasons stonemasons and tile and marble setters"
"862","pipe fitter supervisor","47-1011.00","first line supervisors of construction trades and extraction workers"
"862","well point pumping supervisor","51-1011.00","first line supervisors of production and operating workers"
"862","supervisor water softener service","49-1011.00","first line supervisors of mechanics installers and repairers"
"862","pipe fitter","47-2152.00","plumbers pipefitters and steamfitters"
"862","oil burner servicer and installer","49-9021.00","heating air conditioning and refrigeration mechanics and installers"
"862","thread inspector","51-9061.00","inspectors testers sorters samplers and weighers"
"862","pipe cleaning and priming machine operator","47-4099.00","construction and related workers all other"
"862","pipe cutter","47-2061.00","construction laborers"
"862","junction maker","51-9161.00","computer numerically controlled tool operators"
"862","junction maker","51-9162.00","computer numerically controlled tool programmers"
"862","junction maker","51-9199.00","production workers all other"
"862","laborer construction or leak gang","51-9198.00","helpers production workers"
"862","pipe fitter helper","47-3015.00","helpers pipelayers plumbers pipefitters and steamfitters"
"862","water regulator and valve repairer","49-9012.00","control and valve installers and repairers except mechanical door"
"862","oil burner servicer and installer helper","49-9098.00","helpers installation maintenance and repair workers"
"863","building insulation supervisor","47-1011.00","first line supervisors of construction trades and extraction workers"
"863","insulation worker apprentice","47-2131.00","insulation workers floor ceiling and wall"
"863","insulation worker apprentice","47-2132.00","insulation workers mechanical"
"863","composition weatherboard applier","47-2031.00","carpenters"
"864","carpet layer","47-2041.00","carpet installers"
"864","floor layer","47-2042.00","floor layers except carpet wood and hard tiles"
"864","floor and wall applier liquid","47-2061.00","construction laborers"
"864","carpet layer helper","47-3019.00","helpers construction trades all other"
"865","glazier supervisor","47-1011.00","first line supervisors of construction trades and extraction workers"
"865","mirror installer","47-2121.00","glaziers"
"865","glass installer","49-3022.00","automotive glass installers and repairers"
"865","glass installer","51-9161.00","computer numerically controlled tool operators"
"865","glass installer","51-9162.00","computer numerically controlled tool programmers"
"865","glass installer","51-9199.00","production workers all other"
"866","roofing supervisor","47-1011.00","first line supervisors of construction trades and extraction workers"
"866","roofer","47-2181.00","roofers"
"869","cabin equipment supervisor","49-1011.00","first line supervisors of mechanics installers and repairers"
"869","concreting supervisor","47-1011.00","first line supervisors of construction trades and extraction workers"
"869","steel pan form placing supervisor","51-1011.00","first line supervisors of production and operating workers"
"869","house mover","47-4099.00","construction and related workers all other"
"869","mechanical test technician","49-9071.00","maintenance and repair workers general"
"869","repairer recreational vehicle","49-3092.00","recreational vehicle service technicians"
"869","wind tunnel mechanic","17-3021.00","aerospace engineering and operations technologists and technicians"
"869","furnace installer and repairer hot air","49-9021.00","heating air conditioning and refrigeration mechanics and installers"
"869","yard inspector","51-9061.00","inspectors testers sorters samplers and weighers"
"869","bridge inspector","47-4011.00","construction and building inspectors"
"869","sign erector and repairer","47-2031.00","carpenters"
"869","measurer","41-9099.00","sales and related workers all other"
"869","pipe installer","47-2061.00","construction laborers"
"869","safe and vault service mechanic","49-9094.00","locksmiths and safe repairers"
"869","overhead door installer","49-9011.00","mechanical door repairers"
"869","repairer manufactured buildings","49-9095.00","manufactured building and mobile home installers"
"869","surveyor helper","47-3019.00","helpers construction trades all other"
"869","construction worker i","47-2043.00","floor sanders and finishers"
"869","construction worker i","47-2151.00","pipelayers"
"869","construction worker i","47-3012.00","helpers carpenters"
"869","sewer line repairer","47-4071.00","septic tank servicers and sewer pipe cleaners"
"869","signaler","51-9198.00","helpers production workers"
"869","form tamper operator","47-2071.00","paving surfacing and tamping equipment operators"
"869","rigger","53-7041.00","hoist and winch operators"
"869","assembler","51-9161.00","computer numerically controlled tool operators"
"869","assembler","51-9162.00","computer numerically controlled tool programmers"
"869","assembler","51-9199.00","production workers all other"
"869","fence erector","47-4031.00","fence erectors"
"869","roustabout","47-5071.00","roustabouts oil and gas"
"869","sheetrock applicator","47-2081.00","drywall and ceiling tile installers"
"869","kettle tender","51-9051.00","furnace kiln oven drier and kettle operators and tenders"
"869","concrete float maker","51-9195.00","molders shapers and casters except metal and plastic"
"869","furnace installer and repairer helper hot air","49-9098.00","helpers installation maintenance and repair workers"
"891","dock supervisor","49-1011.00","first line supervisors of mechanics installers and repairers"
"891","supervisor aircraft cleaning","53-1042.00","first line supervisors of helpers laborers and material movers hand"
"891","pipe changer","49-9043.00","maintenance workers machinery"
"891","dock hand","51-9198.00","helpers production workers"
"891","rubber and plastics worker","55-3019.00","military enlisted tactical operations and air weapons specialists and crew members all other"
"891","swimming pool servicer","37-2011.00","janitors and cleaners except maids and housekeeping cleaners"
"891","building cleaner","47-2061.00","construction laborers"
"891","furnace cleaner","53-7061.00","cleaners of vehicles and equipment"
"899","supervisor canal equipment maintenance","49-1011.00","first line supervisors of mechanics installers and repairers"
"899","labor crew supervisor","47-1011.00","first line supervisors of construction trades and extraction workers"
"899","utility supervisor boat and plant","53-1042.00","first line supervisors of helpers laborers and material movers hand"
"899","diver","49-9092.00","commercial divers"
"899","maintenance repairer industrial","49-9071.00","maintenance and repair workers general"
"899","canal equipment mechanic","49-9041.00","industrial machinery mechanics"
"899","chimney repairer","47-2021.00","brickmasons and blockmasons"
"899","artificial foliage arranger","27-1023.00","floral designers"
"899","transportation equipment maintenance worker","25-4013.00","museum technicians and conservators"
"899","tester","51-9061.00","inspectors testers sorters samplers and weighers"
"899","diver helper","47-3019.00","helpers construction trades all other"
"899","sewer pipe cleaner","47-4071.00","septic tank servicers and sewer pipe cleaners"
"899","diver pumper","51-9161.00","computer numerically controlled tool operators"
"899","diver pumper","51-9162.00","computer numerically controlled tool programmers"
"899","diver pumper","51-9199.00","production workers all other"
"899","bondactor machine operator","49-9045.00","refractory materials repairers except brickmasons"
"899","highway maintenance worker","47-4051.00","highway maintenance workers"
"899","maintenance repairer helper industrial","49-9098.00","helpers installation maintenance and repair workers"
"899","pipeliner","47-4099.00","construction and related workers all other"
"899","portable sawyer","51-9031.00","cutters and trimmers hand"
"899","shaft mechanic","47-5081.00","helpers extraction workers"
"899","window repairer","47-2031.00","carpenters"
"899","maintenance worker municipal","47-2061.00","construction laborers"
"899","decorator street and building","51-9198.00","helpers production workers"
"900","concrete mixing truck driver","53-3032.00","heavy and tractor trailer truck drivers"
"902","dump truck driver","53-3032.00","heavy and tractor trailer truck drivers"
"903","explosives truck driver","53-3032.00","heavy and tractor trailer truck drivers"
"904","tractor trailer moving van driver","53-3032.00","heavy and tractor trailer truck drivers"
"904","tractor trailer moving van driver helper","53-7062.00","laborers and freight stock and material movers hand"
"905","construction driver","53-3032.00","heavy and tractor trailer truck drivers"
"905","truck driver helper","53-7062.00","laborers and freight stock and material movers hand"
"906","food service driver","53-3033.00","light truck drivers"
"909","safety coordinator","11-3071.00","transportation storage and distribution managers"
"909","driver supervisor","53-1043.00","first line supervisors of material moving machine and vehicle operators"
"909","driver supervisor","53-1044.00","first line supervisors of passenger attendants"
"909","driver supervisor","53-1049.00","first line supervisors of transportation workers all other"
"909","hostler","53-3032.00","heavy and tractor trailer truck drivers"
"909","laborer general","51-9198.00","helpers production workers"
"910","baggage and mail agent","43-1011.00","first line supervisors of office and administrative support workers"
"910","car cleaning supervisor","53-1042.00","first line supervisors of helpers laborers and material movers hand"
"910","conductor yard","53-1043.00","first line supervisors of material moving machine and vehicle operators"
"910","conductor yard","53-1044.00","first line supervisors of passenger attendants"
"910","conductor yard","53-1049.00","first line supervisors of transportation workers all other"
"910","car chaser","53-4031.00","railroad conductors and yardmasters"
"910","train dispatcher assistant chief","43-5032.00","dispatchers except police fire and ambulance"
"910","rail flaw detector operator","53-6051.07","transportation vehicle equipment and systems inspectors except aviation"
"910","tower operator","53-4099.00","rail transportation workers all other"
"910","firer locomotive","53-4022.00","railroad brake signal and switch operators and locomotive firers"
"910","locomotive engineer","53-4011.00","locomotive engineers"
"910","yard engineer","53-4013.00","rail yard engineers dinkey operators and hostlers"
"910","car distributor","43-9061.00","office clerks general"
"910","passenger representative","53-6061.00","passenger attendants"
"910","perishable fruit inspector","53-6051.00","transportation inspectors"
"910","track moving machine operator","47-4061.00","rail track laying and maintenance equipment operators"
"910","transfer table operator helper","53-7062.00","laborers and freight stock and material movers hand"
"910","motor operator","53-4041.00","subway and streetcar operators"
"910","baggage handler","51-9198.00","helpers production workers"
"910","car cooper","53-7061.00","cleaners of vehicles and equipment"
"911","boatswain","53-1043.00","first line supervisors of material moving machine and vehicle operators"
"911","boatswain","53-1044.00","first line supervisors of passenger attendants"
"911","boatswain","53-1049.00","first line supervisors of transportation workers all other"
"911","lock tender chief operator","53-6011.00","bridge and lock tenders"
"911","cadet deck","53-5021.00","captains mates and pilots of water vessels"
"911","dispatcher tugboat","43-5032.00","dispatchers except police fire and ambulance"
"911","quartermaster","53-5011.00","sailors and marine oilers"
"911","boat loader i","53-7199.00","material moving workers all other"
"911","motorboat operator","53-5022.00","motorboat operators"
"911","stevedore i","53-7041.00","hoist and winch operators"
"911","ferryboat operator cable","53-6032.00","aircraft service attendants"
"911","ferryboat operator cable","53-6099.00","transportation workers all other"
"911","ferryboat operator helper","53-7062.00","laborers and freight stock and material movers hand"
"911","hatch tender","51-9198.00","helpers production workers"
"911","sounder","47-3019.00","helpers construction trades all other"
"911","cleaner iii","53-7061.00","cleaners of vehicles and equipment"
"912","dispatcher","53-2021.00","air traffic controllers"
"912","airport attendant","49-9071.00","maintenance and repair workers general"
"912","flight information expediter","53-2022.00","airfield operations specialists"
"912","transportation agent","43-5011.00","cargo and freight agents"
"912","transportation agent","53-1041.00","aircraft cargo handling supervisors"
"912","in flight refueling operator","55-3019.00","military enlisted tactical operations and air weapons specialists and crew members all other"
"912","airport utility worker","53-6032.00","aircraft service attendants"
"912","airport utility worker","53-6099.00","transportation workers all other"
"912","aircraft launch and recovery technician","55-3012.00","aircraft launch and recovery specialists"
"912","parachute rigger","51-9161.00","computer numerically controlled tool operators"
"912","parachute rigger","51-9162.00","computer numerically controlled tool programmers"
"912","parachute rigger","51-9199.00","production workers all other"
"912","line service attendant","53-7062.00","laborers and freight stock and material movers hand"
"913","road supervisor","53-1043.00","first line supervisors of material moving machine and vehicle operators"
"913","road supervisor","53-1044.00","first line supervisors of passenger attendants"
"913","road supervisor","53-1049.00","first line supervisors of transportation workers all other"
"913","bus dispatcher interstate","43-5032.00","dispatchers except police fire and ambulance"
"913","schedule maker","43-5061.00","production planning and expediting clerks"
"913","bus driver day haul or farm charter","53-3052.00","bus drivers transit and intercity"
"913","bus driver","53-3051.00","bus drivers school"
"913","bus driver","53-3053.00","shuttle drivers and chauffeurs"
"913","streetcar operator","53-4041.00","subway and streetcar operators"
"913","taxi driver","53-3054.00","taxi drivers"
"913","driver","53-3033.00","light truck drivers"
"913","ambulance driver","53-3011.00","ambulance drivers and attendants except emergency medical technicians"
"914","supervisor pumping","53-1043.00","first line supervisors of material moving machine and vehicle operators"
"914","supervisor pumping","53-1044.00","first line supervisors of passenger attendants"
"914","supervisor pumping","53-1049.00","first line supervisors of transportation workers all other"
"914","dispatcher chief ii","11-3071.00","transportation storage and distribution managers"
"914","dispatcher oil","43-5032.00","dispatchers except police fire and ambulance"
"914","coal pipeline operator","51-8099.00","plant and system operators all other"
"914","construction and maintenance inspector","51-9061.00","inspectors testers sorters samplers and weighers"
"914","station engineer main line","53-7072.00","pump operators except wellhead pumpers"
"914","oil pumper","53-7073.00","wellhead pumpers"
"914","pumper gauger","53-7121.00","tank car truck and ship loaders"
"914","gauger","51-8093.00","petroleum pump system operators refinery operators and gaugers"
"914","barrel filler ii","51-9111.00","packaging and filling machine operators and tenders"
"914","fish bailer","53-7199.00","material moving workers all other"
"914","laborer pipelines","51-9198.00","helpers production workers"
"914","loader helper","53-7062.00","laborers and freight stock and material movers hand"
"915","supervisor parking lot","53-1043.00","first line supervisors of material moving machine and vehicle operators"
"915","supervisor parking lot","53-1044.00","first line supervisors of passenger attendants"
"915","supervisor parking lot","53-1049.00","first line supervisors of transportation workers all other"
"915","tire service supervisor","49-1011.00","first line supervisors of mechanics installers and repairers"
"915","car wash supervisor","53-1042.00","first line supervisors of helpers laborers and material movers hand"
"915","undercar specialist","49-3023.00","automotive service technicians and mechanics"
"915","automobile service station attendant","53-6031.00","automotive and watercraft service attendants"
"915","parking lot attendant","53-6021.00","parking attendants"
"915","car wash attendant automatic","53-7061.00","cleaners of vehicles and equipment"
"915","tire repairer","49-3093.00","tire repairers and changers"
"915","automobile seat cover installer","51-9161.00","computer numerically controlled tool operators"
"915","automobile seat cover installer","51-9162.00","computer numerically controlled tool programmers"
"915","automobile seat cover installer","51-9199.00","production workers all other"
"919","dispatcher traffic or system","43-5032.00","dispatchers except police fire and ambulance"
"919","instructor bus trolley and taxi","25-1194.00","career technical education teachers postsecondary"
"919","new car inspector","53-6051.07","transportation vehicle equipment and systems inspectors except aviation"
"919","deliverer car rental","53-3053.00","shuttle drivers and chauffeurs"
"919","deliverer car rental","53-3054.00","taxi drivers"
"919","dinkey operator","53-4013.00","rail yard engineers dinkey operators and hostlers"
"919","driver utility worker","53-3032.00","heavy and tractor trailer truck drivers"
"919","escort vehicle driver","53-3033.00","light truck drivers"
"919","teamster","53-7199.00","material moving workers all other"
"919","bridge operator slip","53-6011.00","bridge and lock tenders"
"919","dock hand","53-5022.00","motorboat operators"
"919","street sweeper operator","53-3099.00","motor vehicle operators all other"
"919","trackmobile operator","53-4099.00","rail transportation workers all other"
"919","checker","43-5111.00","weighers measurers checkers and samplers recordkeeping"
"919","cleaner ii","53-7061.00","cleaners of vehicles and equipment"
"919","supplies packer","53-7062.00","laborers and freight stock and material movers hand"
"920","supervisor packing","51-1011.00","first line supervisors of production and operating workers"
"920","setter juice packaging machines","51-9161.00","computer numerically controlled tool operators"
"920","setter juice packaging machines","51-9162.00","computer numerically controlled tool programmers"
"920","setter juice packaging machines","51-9199.00","production workers all other"
"920","inspector packaging materials","51-9061.00","inspectors testers sorters samplers and weighers"
"920","icicle machine operator","51-9111.00","packaging and filling machine operators and tenders"
"920","masking machine feeder","53-7063.00","machine feeders and offbearers"
"920","cloth bolt bander","53-7064.00","packers and packagers hand"
"920","label coder","51-9198.00","helpers production workers"
"920","marker semiconductor wafers","51-9141.00","semiconductor processing technicians"
"920","crater","47-2031.00","carpenters"
"920","bale sewer","51-6051.00","sewers hand"
"920","sample worker","43-5111.00","weighers measurers checkers and samplers recordkeeping"
"920","stenciler","51-9123.00","painting coating and decorating workers"
"920","sterilizer","53-7061.00","cleaners of vehicles and equipment"
"920","worm packer","45-2093.00","farmworkers farm ranch and aquacultural animals"
"921","rigging supervisor","47-1011.00","first line supervisors of construction trades and extraction workers"
"921","hook tender","45-1011.00","first line supervisors of farming fishing and forestry workers"
"921","track supervisor","53-1043.00","first line supervisors of material moving machine and vehicle operators"
"921","track supervisor","53-1044.00","first line supervisors of passenger attendants"
"921","track supervisor","53-1049.00","first line supervisors of transportation workers all other"
"921","coal yard supervisor","51-1011.00","first line supervisors of production and operating workers"
"921","rigger","49-9096.00","riggers"
"921","rigging slinger","45-4029.00","logging workers all other"
"921","grain receiver","51-9061.00","inspectors testers sorters samplers and weighers"
"921","conveyor operator pneumatic system","53-7011.00","conveyor operators and tenders"
"921","transfer car operator drier","53-7051.00","industrial truck and tractor operators"
"921","car dumper operator","53-7199.00","material moving workers all other"
"921","charge machine operator","51-8099.00","plant and system operators all other"
"921","marine railway operator","53-7041.00","hoist and winch operators"
"921","overhead crane operator","53-7021.00","crane and tower operators"
"921","irradiated fuel handler","47-4041.00","hazardous materials removal workers"
"921","line mover","51-9198.00","helpers production workers"
"921","laborer hoisting","53-7062.00","laborers and freight stock and material movers hand"
"921","coal equipment operator","47-5022.00","excavating and loading machine and dragline operators surface mining"
"921","carton counter feeder","53-7063.00","machine feeders and offbearers"
"921","rigger helper","49-9098.00","helpers installation maintenance and repair workers"
"922","senior commissary agent","43-1011.00","first line supervisors of office and administrative support workers"
"922","supervisor hide house","51-1011.00","first line supervisors of production and operating workers"
"922","supervisor loading and unloading","53-1042.00","first line supervisors of helpers laborers and material movers hand"
"922","warehouse traffic supervisor","53-1043.00","first line supervisors of material moving machine and vehicle operators"
"922","warehouse traffic supervisor","53-1044.00","first line supervisors of passenger attendants"
"922","warehouse traffic supervisor","53-1049.00","first line supervisors of transportation workers all other"
"922","priming mixture carrier","53-7062.00","laborers and freight stock and material movers hand"
"922","flumer i","53-7199.00","material moving workers all other"
"922","bin tripper operator","53-7011.00","conveyor operators and tenders"
"922","yard worker used building materials","51-9198.00","helpers production workers"
"922","locker plant attendant","53-7064.00","packers and packagers hand"
"922","dumper","53-7063.00","machine feeders and offbearers"
"922","bobbin sorter","51-9061.00","inspectors testers sorters samplers and weighers"
"922","cotton sampler","43-5111.00","weighers measurers checkers and samplers recordkeeping"
"922","pulp piler","45-4029.00","logging workers all other"
"929","supervisor salvage","49-1011.00","first line supervisors of mechanics installers and repairers"
"929","supervisor reactor fueling","53-1043.00","first line supervisors of material moving machine and vehicle operators"
"929","supervisor reactor fueling","53-1044.00","first line supervisors of passenger attendants"
"929","supervisor reactor fueling","53-1049.00","first line supervisors of transportation workers all other"
"929","general handling supervisor","51-1011.00","first line supervisors of production and operating workers"
"929","yard supervisor cotton gin","45-1011.00","first line supervisors of farming fishing and forestry workers"
"929","preservation inspector marine equipment","51-9061.00","inspectors testers sorters samplers and weighers"
"929","carpet cutter","51-9031.00","cutters and trimmers hand"
"929","yard worker","53-7051.00","industrial truck and tractor operators"
"929","nut and bolt assembler","51-9198.00","helpers production workers"
"929","logging tractor operator","45-4022.00","logging equipment operators"
"929","packer","53-7064.00","packers and packagers hand"
"929","crate opener","51-9041.00","extruding forming pressing and compacting machine setters operators and tenders"
"929","tying machine operator","51-9111.00","packaging and filling machine operators and tenders"
"929","crayon sorting machine feeder","53-7063.00","machine feeders and offbearers"
"929","material handler","53-7062.00","laborers and freight stock and material movers hand"
"930","tool pusher","47-1011.00","first line supervisors of construction trades and extraction workers"
"930","technical operator","19-4043.00","geological technicians except hydrologic technicians"
"930","fishing tool technician oil well","47-5013.00","service unit operators oil and gas"
"930","formation testing operator","51-9061.00","inspectors testers sorters samplers and weighers"
"930","clean out driller","53-7041.00","hoist and winch operators"
"930","oil pipe inspector helper","51-9161.00","computer numerically controlled tool operators"
"930","oil pipe inspector helper","51-9162.00","computer numerically controlled tool programmers"
"930","oil pipe inspector helper","51-9199.00","production workers all other"
"930","driller machine","47-5049.00","underground mining machine operators all other"
"930","prospecting driller","47-5012.00","rotary drill operators oil and gas"
"930","rotary derrick operator","47-5011.00","derrick operators oil and gas"
