"DOT_category","dot_title_norm","SOC","soc_title_norm"
"001","architect","17-1011.00","architects except landscape and naval"
"001","architect marine","17-2121.00","marine engineers and naval architects"
"001","landscape architect","17-1012.00","landscape architects"
"001","drafter architectural","17-3011.00","architectural and civil drafters"
"002","aerodynamicist","17-2011.00","aerospace engineers"
"002","sales engineer aeronautical products","41-9031.00","sales engineers"
"002","drafter aeronautical","17-3013.00","mechanical drafters"
"002","research mechanic","17-3021.00","aerospace engineering and operations technologists and technicians"
"003","electrical engineer","17-2071.00","electrical engineers"
"003","electrical engineer","17-3023.00","electrical and electronic engineering technologists and technicians"
"003","electronics engineer","17-2061.00","computer hardware engineers"
"003","electronics engineer","17-2072.00","electronics engineers except computer"
"003","supervisor drafting and printed circuit design","17-3012.00","electrical and electronics drafters"
"003","sales engineer electrical products","41-4011.07","solar sales representatives and assessors"
"003","sales engineer electrical products","41-9031.00","sales engineers"
"003","electrical engineer power system","17-2199.10","wind energy engineers"
"003","engineer in charge transmitter","11-9041.00","architectural and engineering managers"
"003","controls designer","17-2199.08","robotics engineers"
"003","controls designer","17-3013.00","mechanical drafters"
"005","airport engineer","17-2051.00","civil engineers"
"005","transportation engineer","17-2051.01","transportation engineers"
"005","waste management engineer radioactive materials","17-2161.00","nuclear engineers"
"005","chief engineer waterworks","11-9041.00","architectural and engineering managers"
"005","chief engineer waterworks","17-2051.02","water wastewater engineers"
"005","civil engineering technician","17-3022.00","civil engineering technologists and technicians"
"005","drafter civil","17-3011.00","architectural and civil drafters"
"006","ceramic design engineer","17-2131.00","materials engineers"
"006","sales engineer ceramic products","41-9031.00","sales engineers"
"006","scientific glass blower","51-9195.04","glass blowers molders benders and finishers"
"007","automotive engineer","17-2141.01","fuel cell engineers"
"007","automotive engineer","17-2141.02","automotive engineers"
"007","mechanical engineer","17-2141.00","mechanical engineers"
"007","mechanical engineer","17-2199.08","robotics engineers"
"007","mechanical engineer","17-3024.00","electro mechanical and mechatronics technologists and technicians"
"007","mechanical engineer","17-3027.00","mechanical engineering technologists and technicians"
"007","applications engineer manufacturing","17-2199.05","mechatronics engineers"
"007","sales engineer mechanical equipment","41-9031.00","sales engineers"
"007","die designer","17-3013.00","mechanical drafters"
"007","solar energy systems designer","17-2199.11","solar energy systems engineers"
"007","plant engineer","11-9041.00","architectural and engineering managers"
"007","tool programmer numerical control","51-9162.00","computer numerically controlled tool programmers"
"007","chief drafter","17-3019.00","drafters all other"
"008","absorption and adsorption engineer","17-2041.00","chemical engineers"
"008","chemical engineer","17-2031.00","bioengineers and biomedical engineers"
"008","chemical equipment sales engineer","41-9031.00","sales engineers"
"008","technical director chemical plant","11-9121.00","natural sciences managers"
"008","chemical engineering technician","19-4031.00","chemical technicians"
"010","design engineer mining and oil field equipment","17-2151.00","mining and geological engineers including mining safety engineers"
"010","design engineer mining and oil field equipment","17-2171.00","petroleum engineers"
"010","well logging captain mud analysis","19-4043.00","geological technicians except hydrologic technicians"
"010","sales engineer mining and oil well equipment and services","41-9031.00","sales engineers"
"010","chief petroleum engineer","11-9041.00","architectural and engineering managers"
"010","drafter directional survey","17-3011.00","architectural and civil drafters"
"011","foundry metallurgist","17-2131.00","materials engineers"
"011","supervisor metallurgical and quality control testing","17-2112.00","industrial engineers"
"011","metallurgical technician","17-3028.00","calibration technologists and technicians"
"011","metallurgical technician","17-3029.00","engineering technologists and technicians except drafters all other"
"011","nondestructive tester","17-3029.01","non destructive testing specialists"
"012","product safety engineer","17-2111.00","health and safety engineers except mining safety engineers and inspectors"
"012","standards engineer","17-2112.00","industrial engineers"
"012","fire prevention research engineer","17-2111.02","fire prevention and protection engineers"
"012","industrial engineer","17-3026.00","industrial engineering technologists and technicians"
"012","manufacturing engineer","17-2112.03","manufacturing engineers"
"012","quality control engineer","17-2112.02","validation engineers"
"012","air analyst","17-3025.00","environmental engineering technologists and technicians"
"012","air analyst","19-4042.00","environmental science and protection technicians including health"
"012","quality control technician","19-4099.01","quality control analysts"
"013","agricultural engineer","17-2021.00","agricultural engineers"
"013","sales engineer agricultural equipment","41-9031.00","sales engineers"
"013","agricultural engineering technician","17-3028.00","calibration technologists and technicians"
"013","agricultural engineering technician","17-3029.00","engineering technologists and technicians except drafters all other"
"014","design engineer marine equipment","17-2121.00","marine engineers and naval architects"
"014","sales engineer marine equipment","41-9031.00","sales engineers"
"014","drafter marine","17-3011.00","architectural and civil drafters"
"015","health physicist","19-2012.00","physicists"
"015","design engineer nuclear equipment","17-2161.00","nuclear engineers"
"015","sales engineer nuclear equipment","41-9031.00","sales engineers"
"015","chemical radiation technician","19-4051.02","nuclear monitoring technicians"
"015","accelerator operator","19-4051.00","nuclear technicians"
"017","drafter chief design","17-3019.00","drafters all other"
"017","auto design checker","17-3027.01","automotive engineering technicians"
"017","design drafter electromechanisms","17-3012.00","electrical and electronics drafters"
"017","detailer","17-3013.00","mechanical drafters"
"017","drafter commercial","17-3011.00","architectural and civil drafters"
"017","taper printed circuit layout","51-9161.00","computer numerically controlled tool operators"
"017","taper printed circuit layout","51-9162.00","computer numerically controlled tool programmers"
"017","taper printed circuit layout","51-9199.00","production workers all other"
"018","supervisor cartography","17-1021.00","cartographers and photogrammetrists"
"018","surveyor mine","17-1022.00","surveyors"
"018","chief of party","17-3031.00","surveying and mapping technicians"
"018","manager land surveying","11-9041.00","architectural and engineering managers"
"018","photogrammetric engineer","19-2099.01","remote sensing scientists and technologists"
"018","surveyor geodetic","17-1022.01","geodetic surveyors"
"019","biomedical engineer","17-2031.00","bioengineers and biomedical engineers"
"019","biomedical engineer","17-2199.00","engineers all other"
"019","materials engineer","17-2131.00","materials engineers"
"019","geographic information system specialist","13-1082.00","project management specialists"
"019","geographic information system specialist","15-1255.00","web and digital interface designers"
"019","geographic information system specialist","15-1299.00","computer occupations all other"
"019","geographic information system specialist","15-1299.02","geographic information systems technologists and technicians"
"019","pollution control engineer","17-2081.00","environmental engineers"
"019","supervisor estimator and drafter","17-3012.00","electrical and electronics drafters"
"019","test technician","51-4041.00","machinists"
"019","logistics engineer","13-1081.01","logistics engineers"
"019","project engineer","11-9041.00","architectural and engineering managers"
"019","project engineer","11-9041.01","biofuels biodiesel technology and product development managers"
"019","resource recovery engineer","17-2051.00","civil engineers"
"019","biomedical equipment technician","49-9062.00","medical equipment repairers"
"019","facility planner","17-3022.00","civil engineering technologists and technicians"
"019","test technician","17-3028.00","calibration technologists and technicians"
"019","test technician","17-3029.00","engineering technologists and technicians except drafters all other"
"019","laboratory technician","19-4031.00","chemical technicians"
"019","laser technician","17-3029.08","photonics technicians"
"019","specification writer","27-3042.00","technical writers"
"019","calibration laboratory technician","17-3023.00","electrical and electronic engineering technologists and technicians"
"020","mathematician","13-2099.01","financial quantitative analysts"
"020","mathematician","15-2021.00","mathematicians"
"020","mathematician","19-1029.01","bioinformatics scientists"
"020","operations research analyst","15-2031.00","operations research analysts"
"020","statistician mathematical","15-2041.00","statisticians"
"020","mathematical technician","15-2099.00","mathematical science occupations all other"
"020","mathematical technician","15-2099.01","bioinformatics technicians"
"020","actuary","15-2011.00","actuaries"
"020","statistician applied","15-2041.01","biostatisticians"
"021","astronomer","19-2011.00","astronomers"
"022","chemist","19-2031.00","chemists"
"022","toxicologist","19-1021.00","biochemists and biophysicists"
"022","chemical laboratory chief","11-9121.00","natural sciences managers"
"022","colorist","19-4044.00","hydrologic technicians"
"022","colorist","19-4099.00","life physical and social science technicians all other"
"022","perfumer","19-4031.00","chemical technicians"
"022","malt specifications control assistant","19-4013.00","food science technicians"
"022","chemist instrumentation","19-4042.00","environmental science and protection technicians including health"
"023","electro optical engineer","17-2199.07","photonics engineers"
"023","electro optical engineer","19-2012.00","physicists"
"024","crystallographer","19-2042.00","geoscientists except hydrologists and geographers"
"024","geodesist","17-1022.00","surveyors"
"024","geophysicist","19-2043.00","hydrologists"
"024","geological aide","19-4043.00","geological technicians except hydrologic technicians"
"024","paleontological helper","19-4044.00","hydrologic technicians"
"024","paleontological helper","19-4099.00","life physical and social science technicians all other"
"025","meteorologist","19-2021.00","atmospheric and space scientists"
"025","hydrographer","19-4044.00","hydrologic technicians"
"025","hydrographer","19-4099.00","life physical and social science technicians all other"
"029","geographer","19-3092.00","geographers"
"029","environmental analyst","17-2081.00","environmental engineers"
"029","environmental analyst","19-2041.00","environmental scientists and specialists including health"
"029","materials scientist","19-2032.00","materials scientists"
"029","aerial photograph interpreter","17-3031.00","surveying and mapping technicians"
"029","project manager environmental research","11-9121.00","natural sciences managers"
"029","laboratory tester","19-4031.00","chemical technicians"
"029","pollution control technician","17-3025.00","environmental engineering technologists and technicians"
"029","pollution control technician","19-4042.00","environmental science and protection technicians including health"
"029","test engine operator","19-4043.00","geological technicians except hydrologic technicians"
"029","criminalist","19-4092.00","forensic science technicians"
"029","photo optics technician","27-4021.00","photographers"
"029","bottle house quality control technician","19-4013.00","food science technicians"
"029","pilot submersible","19-4044.00","hydrologic technicians"
"029","pilot submersible","19-4099.00","life physical and social science technicians all other"
"030","software engineer","15-1221.00","computer and information research scientists"
"030","software engineer","15-1252.00","software developers"
"030","software engineer","15-1253.00","software quality assurance analysts and testers"
"030","computer programmer","15-1251.00","computer programmers"
"030","computer programmer","15-1254.00","web developers"
"030","computer programmer","15-1255.00","web and digital interface designers"
"030","computer programmer","15-1255.01","video game designers"
"030","computer programmer","15-1299.01","web administrators"
"030","programmer analyst","15-1211.00","computer systems analysts"
"031","supervisor network control operators","15-1232.00","computer user support specialists"
"031","telecommunications specialist","15-1241.01","telecommunications engineering specialists"
"031","data communications analyst","15-1231.00","computer network support specialists"
"031","data communications analyst","15-1241.00","computer network architects"
"032","user support analyst supervisor","15-1232.00","computer user support specialists"
"033","computer security coordinator","15-1212.00","information security analysts"
"033","technical support specialist","15-1232.00","computer user support specialists"
"033","computer systems hardware analyst","13-1082.00","project management specialists"
"033","computer systems hardware analyst","15-1255.00","web and digital interface designers"
"033","computer systems hardware analyst","15-1299.00","computer occupations all other"
"033","computer systems hardware analyst","15-1299.08","computer systems engineers architects"
"033","quality assurance analyst","15-1253.00","software quality assurance analysts and testers"
"039","data base administrator","15-1242.00","database administrators"
"039","data base administrator","15-1243.00","database architects"
"039","microcomputer support specialist","15-1232.00","computer user support specialists"
"040","agronomist","19-1013.00","soil and plant scientists"
"040","animal scientist","19-1011.00","animal scientists"
"040","dairy technologist","19-4021.00","biological technicians"
"040","forest ecologist","19-1032.00","foresters"
"040","range manager","19-1031.02","range managers"
"040","soil conservationist","19-1031.00","conservation scientists"
"040","wood technologist","19-2099.00","physical scientists all other"
"040","soil conservation technician","19-4071.00","forest and conservation technicians"
"040","seed analyst","19-4012.00","agricultural technicians"
"041","anatomist","19-1042.00","medical scientists except epidemiologists"
"041","animal breeder","19-1011.00","animal scientists"
"041","apiculturist","19-1013.00","soil and plant scientists"
"041","aquatic biologist","19-1029.04","biologists"
"041","biochemist","19-1021.00","biochemists and biophysicists"
"041","biologist","19-1029.02","molecular and cellular biologists"
"041","geneticist","19-1029.03","geneticists"
"041","histopathologist","19-1041.00","epidemiologists"
"041","histopathologist","29-1222.00","physicians pathologists"
"041","microbiologist","19-1022.00","microbiologists"
"041","zoologist","19-1023.00","zoologists and wildlife biologists"
"041","food technologist","19-1012.00","food scientists and technologists"
"041","public health microbiologist","19-1099.00","life scientists all other"
"041","biology specimen technician","19-4021.00","biological technicians"
"045","psychologist developmental","19-3033.00","clinical and counseling psychologists"
"045","psychologist engineering","17-2112.01","human factors engineers and ergonomists"
"045","psychologist engineering","19-3032.00","industrial organizational psychologists"
"045","psychologist educational","19-3034.00","school psychologists"
"045","psychologist social","19-3039.00","psychologists all other"
"045","counselor","21-1012.00","educational guidance and career counselors and advisors"
"045","vocational rehabilitation counselor","21-1015.00","rehabilitation counselors"
"045","counselor marriage and family","21-1013.00","marriage and family therapists"
"045","substance abuse counselor","21-1011.00","substance abuse and behavioral disorder counselors"
"049","park naturalist","19-1031.03","park naturalists"
"049","feed research aide","19-4012.00","agricultural technicians"
"049","feed research aide","19-4021.00","biological technicians"
"049","vector control assistant","19-4044.00","hydrologic technicians"
"049","vector control assistant","19-4099.00","life physical and social science technicians all other"
"050","economist","19-3011.00","economists"
"050","economist","19-3011.01","environmental economists"
"050","market research analyst i","11-2011.00","advertising and promotions managers"
"050","market research analyst i","13-1161.00","market research analysts and marketing specialists"
"050","director employment research and planning","11-1011.00","chief executives"
"051","political scientist","19-3094.00","political scientists"
"052","biographer","27-3043.05","poets lyricists and creative writers"
"052","director state historical society","19-3093.00","historians"
"054","research worker social welfare","19-3041.00","sociologists"
"055","anthropologist","19-3091.00","anthropologists and archeologists"
"055","conservator artifacts","25-4013.00","museum technicians and conservators"
"059","philologist","19-3099.00","social scientists and related workers all other"
"059","intelligence specialist","33-3021.06","intelligence analysts"
"070","pathologist","29-1222.00","physicians pathologists"
"070","anesthesiologist","29-1211.00","anesthesiologists"
"070","cardiologist","29-1212.00","cardiologists"
"070","cardiologist","29-1214.00","emergency medicine physicians"
"070","cardiologist","29-1229.00","physicians all other"
"070","dermatologist","29-1213.00","dermatologists"
"070","general practitioner","29-1215.00","family medicine physicians"
"070","general practitioner","29-1229.02","hospitalists"
"070","general practitioner","29-1229.06","sports medicine physicians"
"070","gynecologist","29-1218.00","obstetricians and gynecologists"
"070","internist","29-1216.00","general internal medicine physicians"
"070","public health physician","29-1229.05","preventive medicine physicians"
"070","neurologist","29-1217.00","neurologists"
"070","ophthalmologist","29-1241.00","ophthalmologists except pediatric"
"070","pediatrician","29-1221.00","pediatricians general"
"070","physiatrist","29-1229.04","physical medicine and rehabilitation physicians"
"070","radiologist","29-1224.00","radiologists"
"070","surgeon","29-1242.00","orthopedic surgeons except pediatric"
"070","surgeon","29-1243.00","pediatric surgeons"
"070","surgeon","29-1249.00","surgeons all other"
"070","urologist","29-1229.03","urologists"
"070","allergist immunologist","29-1229.01","allergists and immunologists"
"070","psychiatrist","29-1223.00","psychiatrists"
"071","osteopathic physician","29-1212.00","cardiologists"
"071","osteopathic physician","29-1214.00","emergency medicine physicians"
"071","osteopathic physician","29-1229.00","physicians all other"
"072","oral pathologist","29-1029.00","dentists all other specialists"
"072","oral pathologist","29-1222.00","physicians pathologists"
"072","dentist","29-1021.00","dentists general"
"072","oral and maxillofacial surgeon","29-1022.00","oral and maxillofacial surgeons"
"072","orthodontist","29-1023.00","orthodontists"
"072","prosthodontist","29-1024.00","prosthodontists"
"072","director dental services","11-9072.00","entertainment and recreation managers except gambling"
"072","director dental services","11-9179.00","personal service managers all other"
"072","director dental services","11-9199.00","managers all other"
"072","director dental services","13-1082.00","project management specialists"
"073","veterinarian laboratory animal care","29-1131.00","veterinarians"
"073","veterinary pathologist","29-1222.00","physicians pathologists"
"074","pharmacist","29-1051.00","pharmacists"
"074","pharmacist assistant","29-2052.00","pharmacy technicians"
"074","pharmacist assistant","31-9095.00","pharmacy aides"
"075","consultant educational state board of nursing","11-9072.00","entertainment and recreation managers except gambling"
"075","consultant educational state board of nursing","11-9179.00","personal service managers all other"
"075","consultant educational state board of nursing","11-9199.00","managers all other"
"075","consultant educational state board of nursing","13-1082.00","project management specialists"
"075","director community health nursing","11-9111.00","medical and health services managers"
"075","director educational community health nursing","11-9039.00","education administrators all other"
"075","director school of nursing","11-9033.00","education administrators postsecondary"
"075","nurse school","29-1141.00","registered nurses"
"075","nurse instructor","25-1072.00","nursing instructors and teachers postsecondary"
"075","instructor psychiatric aide","25-1194.00","career technical education teachers postsecondary"
"075","nurse supervisor community health nursing","29-1141.04","clinical nurse specialists"
"075","nurse practitioner","29-1171.00","nurse practitioners"
"075","nurse midwife","29-1161.00","nurse midwives"
"075","nurse general duty","29-1141.01","acute care nurses"
"075","nurse general duty","29-1141.02","advanced practice psychiatric nurses"
"075","nurse general duty","29-1141.03","critical care nurses"
"075","nurse anesthetist","29-1151.00","nurse anesthetists"
"076","audiologist","29-1181.00","audiologists"
"076","director speech and hearing clinic","29-1127.00","speech language pathologists"
"076","coordinator of rehabilitation services","11-9111.00","medical and health services managers"
"076","coordinator of rehabilitation services","21-1015.00","rehabilitation counselors"
"076","occupational therapist","29-1122.00","occupational therapists"
"076","physical therapist","29-1123.00","physical therapists"
"076","exercise physiologist","29-1129.00","therapists all other"
"076","recreational therapist","29-1125.00","recreational therapists"
"076","physical therapist assistant","31-2021.00","physical therapist assistants"
"076","orientation and mobility therapist for the blind","29-1122.01","low vision therapists orientation and mobility specialists and vision rehabilitation therapists"
"076","respiratory therapist","29-1126.00","respiratory therapists"
"076","occupational therapy assistant","31-2011.00","occupational therapy assistants"
"077","dietitian research","29-1031.00","dietitians and nutritionists"
"077","dietetic technician","29-2051.00","dietetic technicians"
"078","medical technologist teaching supervisor","29-2011.00","medical and clinical laboratory technologists"
"078","chief technologist nuclear medicine","29-1224.00","radiologists"
"078","chief technologist nuclear medicine","29-2033.00","nuclear medicine technologists"
"078","cardiopulmonary technologist chief","29-2031.00","cardiovascular technologists and technicians"
"078","radiologic technologist chief","29-2034.00","radiologic technologists and technicians"
"078","orthotist","29-2091.00","orthotists and prosthetists"
"078","cytogenetic technologist","29-2011.01","cytogenetic technologists"
"078","histotechnologist","29-2011.04","histotechnologists"
"078","histotechnologist","29-2012.01","histology technicians"
"078","pheresis specialist","29-9021.00","health information technologists and medical registrars"
"078","pheresis specialist","29-9093.00","surgical assistants"
"078","pheresis specialist","29-9099.00","healthcare practitioners and technical workers all other"
"078","cytotechnologist","29-2011.02","cytotechnologists"
"078","dental hygienist","29-1292.00","dental hygienists"
"078","radiation therapist","29-1124.00","radiation therapists"
"078","ophthalmic technician","29-2057.00","ophthalmic medical technicians"
"078","audiometrist","29-2036.00","medical dosimetrists"
"078","audiometrist","29-2099.00","health technologists and technicians all other"
"078","electroencephalographic technologist","29-2099.01","neurodiagnostic technologists"
"078","ultrasound technologist","29-2032.00","diagnostic medical sonographers"
"078","specimen processor","29-2012.00","medical and clinical laboratory technicians"
"079","medical physicist","19-1042.00","medical scientists except epidemiologists"
"079","chiropractor","29-1011.00","chiropractors"
"079","doctor naturopathic","29-1299.01","naturopathic physicians"
"079","optometrist","29-1041.00","optometrists"
"079","podiatrist","29-1081.00","podiatrists"
"079","emergency medical services coordinator","11-9111.00","medical and health services managers"
"079","public health educator","21-1091.00","health education specialists"
"079","sanitarian","19-5011.00","occupational health and safety specialists"
"079","inservice coordinator auxiliary personnel","13-1151.00","training and development specialists"
"079","director speech and hearing clinic","29-1181.00","audiologists"
"079","transplant coordinator","29-9021.00","health information technologists and medical registrars"
"079","transplant coordinator","29-9093.00","surgical assistants"
"079","transplant coordinator","29-9099.00","healthcare practitioners and technical workers all other"
"079","hypnotherapist","29-1129.00","therapists all other"
"079","community services and health education officer","11-1011.00","chief executives"
"079","medical record coder","29-2072.00","medical records specialists"
"079","acupuncturist","29-1291.00","acupuncturists"
"079","acupressurist","29-1299.00","healthcare diagnosing or treating practitioners all other"
"079","veterinary technician","29-2056.00","veterinary technologists and technicians"
"079","veterinary technician","31-9096.00","veterinary assistants and laboratory animal caretakers"
"079","dental assistant","31-9091.00","dental assistants"
"079","medical assistant","31-9092.00","medical assistants"
"079","optometric assistant","29-2036.00","medical dosimetrists"
"079","optometric assistant","29-2099.00","health technologists and technicians all other"
"079","physician assistant","29-1071.00","physician assistants"
"079","physician assistant","29-1071.01","anesthesiologist assistants"
"079","phlebotomist","31-9099.00","healthcare support workers all other"
"079","paramedic","29-2042.00","emergency medical technicians"
"079","paramedic","29-2043.00","paramedics"
"079","orthoptist","29-1299.02","orthoptists"
"079","nurse licensed practical","29-2061.00","licensed practical and licensed vocational nurses"
"079","surgical technician","29-2055.00","surgical technologists"
"079","psychiatric technician","29-2053.00","psychiatric technicians"
"090","foreign student adviser","21-1012.00","educational guidance and career counselors and advisors"
"090","academic dean","11-9033.00","education administrators postsecondary"
"090","director extension work","11-9039.00","education administrators all other"
"090","president educational institution","11-1011.00","chief executives"
"090","laboratory manager","11-9072.00","entertainment and recreation managers except gambling"
"090","laboratory manager","11-9179.00","personal service managers all other"
"090","laboratory manager","11-9199.00","managers all other"
"090","laboratory manager","13-1082.00","project management specialists"
"090","instructor business education","25-1011.00","business teachers postsecondary"
"090","faculty member college or university","25-1021.00","computer science teachers postsecondary"
"090","faculty member college or university","25-1022.00","mathematical science teachers postsecondary"
"090","faculty member college or university","25-1031.00","architecture teachers postsecondary"
"090","faculty member college or university","25-1032.00","engineering teachers postsecondary"
"090","faculty member college or university","25-1041.00","agricultural sciences teachers postsecondary"
"090","faculty member college or university","25-1042.00","biological science teachers postsecondary"
"090","faculty member college or university","25-1043.00","forestry and conservation science teachers postsecondary"
"090","faculty member college or university","25-1051.00","atmospheric earth marine and space sciences teachers postsecondary"
"090","faculty member college or university","25-1052.00","chemistry teachers postsecondary"
"090","faculty member college or university","25-1053.00","environmental science teachers postsecondary"
"090","faculty member college or university","25-1054.00","physics teachers postsecondary"
"090","faculty member college or university","25-1061.00","anthropology and archeology teachers postsecondary"
"090","faculty member college or university","25-1062.00","area ethnic and cultural studies teachers postsecondary"
"090","faculty member college or university","25-1063.00","economics teachers postsecondary"
"090","faculty member college or university","25-1064.00","geography teachers postsecondary"
"090","faculty member college or university","25-1065.00","political science teachers postsecondary"
"090","faculty member college or university","25-1066.00","psychology teachers postsecondary"
"090","faculty member college or university","25-1067.00","sociology teachers postsecondary"
"090","faculty member college or university","25-1071.00","health specialties teachers postsecondary"
"090","faculty member college or university","25-1081.00","education teachers postsecondary"
"090","faculty member college or university","25-1082.00","library science teachers postsecondary"
"090","faculty member college or university","25-1111.00","criminal justice and law enforcement teachers postsecondary"
"090","faculty member college or university","25-1112.00","law teachers postsecondary"
"090","faculty member college or university","25-1113.00","social work teachers postsecondary"
"090","faculty member college or university","25-1121.00","art drama and music teachers postsecondary"
"090","faculty member college or university","25-1122.00","communications teachers postsecondary"
"090","faculty member college or university","25-1123.00","english language and literature teachers postsecondary"
"090","faculty member college or university","25-1124.00","foreign language and literature teachers postsecondary"
"090","faculty member college or university","25-1125.00","history teachers postsecondary"
"090","faculty member college or university","25-1126.00","philosophy and religion teachers postsecondary"
"090","faculty member college or university","25-1192.00","family and consumer sciences teachers postsecondary"
"090","faculty member college or university","25-1193.00","recreation and fitness studies teachers postsecondary"
"090","graduate assistant","25-9044.00","teaching assistants postsecondary"
"090","instructor extension work","25-3031.00","substitute teachers short term"
"090","instructor extension work","25-3099.00","teachers and instructors all other"
"091","assistant principal","11-9032.00","education administrators kindergarten through secondary"
"091","teacher industrial arts","25-2023.00","career technical education teachers middle school"
"091","teacher industrial arts","25-2032.00","career technical education teachers secondary school"
"091","teacher secondary school","25-2022.00","middle school teachers except special and career technical education"
"091","teacher secondary school","25-2031.00","secondary school teachers except special and career technical education"
"092","director day care center","11-9031.00","education and childcare administrators preschool and daycare"
"092","teacher elementary school","25-2021.00","elementary school teachers except special education"
"092","teacher kindergarten","25-2012.00","kindergarten teachers except special education"
"092","teacher preschool","25-2011.00","preschool teachers except special education"
"094","work study coordinator special education","25-2058.00","special education teachers secondary school"
"094","director commission for the blind","11-9032.00","education administrators kindergarten through secondary"
"094","vocational rehabilitation consultant","21-1015.00","rehabilitation counselors"
"094","supervisor special education","25-9031.00","instructional coordinators"
"094","director special education","11-9031.00","education and childcare administrators preschool and daycare"
"094","teacher hearing impaired","25-2051.00","special education teachers preschool"
"094","teacher hearing impaired","25-2055.00","special education teachers kindergarten"
"094","teacher hearing impaired","25-2056.00","special education teachers elementary school"
"094","teacher hearing impaired","25-2057.00","special education teachers middle school"
"094","employment training specialist","21-1012.00","educational guidance and career counselors and advisors"
"096","county home demonstration agent","25-9021.00","farm and home management educators"
"096","home economist","25-1192.00","family and consumer sciences teachers postsecondary"
"096","home service director","11-9072.00","entertainment and recreation managers except gambling"
"096","home service director","11-9179.00","personal service managers all other"
"096","home service director","11-9199.00","managers all other"
"096","home service director","13-1082.00","project management specialists"
"097","director vocational training","11-9031.00","education and childcare administrators preschool and daycare"
"097","director vocational training","11-9032.00","education administrators kindergarten through secondary"
"097","instructor vocational training","25-1194.00","career technical education teachers postsecondary"
"097","instructor flying ii","25-3021.00","self enrichment teachers"
"099","director educational program","11-9031.00","education and childcare administrators preschool and daycare"
"099","director educational program","11-9032.00","education administrators kindergarten through secondary"
"099","education supervisor correctional institution","11-9039.00","education administrators all other"
"099","superintendent schools","11-1011.00","chief executives"
"099","supervisor education","25-9031.00","instructional coordinators"
"099","certification and selection specialist","13-1071.00","human resources specialists"
"099","educational resource coordinator","25-4012.00","curators"
"099","instructor driving","25-3021.00","self enrichment teachers"
"099","instructor physical education","25-1193.00","recreation and fitness studies teachers postsecondary"
"099","instructor physical education","25-2022.00","middle school teachers except special and career technical education"
"099","instructor physical education","25-2031.00","secondary school teachers except special and career technical education"
"099","instructor physical education","25-2059.01","adapted physical education specialists"
"099","instructor physical education","39-9031.00","exercise trainers and group fitness instructors"
"099","children s tutor","39-9011.00","childcare workers"
"099","instructor correspondence school","25-1194.00","career technical education teachers postsecondary"
"099","teacher adult education","25-3011.00","adult basic education adult secondary education and english as a second language instructors"
"099","tutor","25-3041.00","tutors"
"099","teacher resource","25-2051.00","special education teachers preschool"
"099","teacher resource","25-2055.00","special education teachers kindergarten"
"099","teacher resource","25-2056.00","special education teachers elementary school"
"099","teacher resource","25-2057.00","special education teachers middle school"
"099","teacher resource","25-2058.00","special education teachers secondary school"
"099","teacher aide i","25-9042.00","teaching assistants preschool elementary middle and secondary school except special education"
"099","teacher aide i","25-9043.00","teaching assistants special education"
"099","teacher aide i","25-9049.00","teaching assistants all other"
"100","library director","25-4022.00","librarians and media collections specialists"
"100","library consultant","13-1082.00","project management specialists"
"100","library consultant","13-1199.00","business operations specialists all other"
"100","bibliographer","25-4031.00","library technicians"
"101","archivist","25-4011.00","archivists"
"102","curator","25-4012.00","curators"
"102","art conservator","25-4013.00","museum technicians and conservators"
"102","paintings restorer","27-1013.00","fine artists including painters sculptors and illustrators"
"109","information scientist","15-1211.00","computer systems analysts"
"109","research associate","25-4012.00","curators"
"109","shelving supervisor","43-1011.00","first line supervisors of office and administrative support workers"
"109","research assistant i","25-4013.00","museum technicians and conservators"
"109","research worker encyclopedia","25-9099.00","educational instruction and library workers all other"
"109","museum attendant","39-7011.00","tour guides and escorts"
"110","lawyer","23-1011.00","lawyers"
"110","bar examiner","13-1082.00","project management specialists"
"110","bar examiner","13-1199.00","business operations specialists all other"
"111","judge","23-1023.00","judges magistrate judges and magistrates"
"119","hearing officer","23-1021.00","administrative law judges adjudicators and hearing officers"
"119","patent agent","23-2011.00","paralegals and legal assistants"
"119","title supervisor","23-2093.00","title examiners abstractors and searchers"
"119","contract clerk","23-2099.00","legal support workers all other"
"120","clergy member","21-2011.00","clergy"
"129","cantor","21-2099.00","religious workers all other"
"129","director of religious activities","21-2021.00","directors religious activities and education"
"131","columnist commentator","27-3023.00","news analysts reporters and journalists"
"131","columnist commentator","27-3043.05","poets lyricists and creative writers"
"131","copy writer","27-3043.00","writers and authors"
"131","reader","27-3099.00","media and communication workers all other"
"131","script reader","27-3041.00","editors"
"131","writer technical publications","27-3042.00","technical writers"
"132","editor managing newspaper","27-3041.00","editors"
"132","editor technical and scientific publications","27-3042.00","technical writers"
"137","director translation","11-1011.00","chief executives"
"137","interpreter","27-3091.00","interpreters and translators"
"139","crossword puzzle maker","27-3043.05","poets lyricists and creative writers"
"139","program coordinator","27-2012.00","producers and directors"
"141","art director","27-1011.00","art directors"
"141","color expert","27-1025.00","interior designers"
"141","cartoonist","27-1013.00","fine artists including painters sculptors and illustrators"
"141","graphic designer","27-1024.00","graphic designers"
"141","commercial designer","27-1021.00","commercial and industrial designers"
"141","cartoonist motion pictures","27-1014.00","special effects artists and animators"
