applicant_id,DOT_category,job_norm,predicted_SOC,predicted_SOC_title,similarity_score,method,alt1_SOC,alt1_SOC_title,alt1_score,alt2_SOC,alt2_SOC_title,alt2_score,alt3_SOC,alt3_SOC_title,alt3_score
222123,30.0,business program manager,11-1011.00,chief executives,0.3111635744571686,global_similarity,11-1011.00,chief executives,0.3111635744571686,11-9199.02,compliance managers,0.3002595007419586,25-1011.00,business teachers postsecondary,0.2984873354434967
222155,30.0,software engineer,15-1252.00,software developers,0.7368320226669312,global_similarity,15-1252.00,software developers,0.7368320226669312,15-1253.00,software quality assurance analysts and testers,0.5792960524559021,15-1221.00,computer and information research scientists,0.4917108118534088
222162,12.0,process engineer,51-9198.00,helpers production workers,0.28136736154556274,global_similarity,51-9198.00,helpers production workers,0.28136736154556274,51-9061.00,inspectors testers sorters samplers and weighers,0.26830539107322693,51-9061.00,inspectors testers sorters samplers and weighers,0.25879064202308655
222188,33.0,data warehousing specialist,15-2051.00,data scientists,0.3146659731864929,global_similarity,15-2051.00,data scientists,0.3146659731864929,15-1242.00,database administrators,0.23621152341365814,15-1243.00,database architects,0.23437583446502686
222243,30.0,civil engineer,17-2051.00,civil engineers,0.44309860467910767,global_similarity,17-2051.00,civil engineers,0.44309860467910767,17-3011.00,architectural and civil drafters,0.4283790588378906,17-2051.00,civil engineers,0.37686118483543396
222247,30.0,software developer,15-1252.00,software developers,0.48146307468414307,global_similarity,15-1252.00,software developers,0.48146307468414307,15-1253.00,software quality assurance analysts and testers,0.37852540612220764,51-9199.00,production workers all other,0.2902626097202301
222283,30.0,software development engineer in test,15-1252.00,software developers,0.36578357219696045,global_similarity,15-1252.00,software developers,0.36578357219696045,11-9041.00,architectural and engineering managers,0.31606581807136536,15-1253.00,software quality assurance analysts and testers,0.28757840394973755
222294,30.0,solution advisor associate,25-4012.00,curators,0.3179730772972107,global_similarity,25-4012.00,curators,0.3179730772972107,13-1071.00,human resources specialists,0.246825709939003,43-4081.00,hotel motel and resort desk clerks,0.171739861369133
222379,30.0,software developer,15-1252.00,software developers,0.48146307468414307,global_similarity,15-1252.00,software developers,0.48146307468414307,15-1253.00,software quality assurance analysts and testers,0.37852540612220764,51-9199.00,production workers all other,0.2902626097202301
222404,30.0,software development engineer,15-1252.00,software developers,0.5534238815307617,global_similarity,15-1252.00,software developers,0.5534238815307617,15-1253.00,software quality assurance analysts and testers,0.43510088324546814,15-1221.00,computer and information research scientists,0.3047299087047577
222411,30.0,sr software engineer,15-1252.00,software developers,0.7368320226669312,global_similarity,15-1252.00,software developers,0.7368320226669312,15-1253.00,software quality assurance analysts and testers,0.5792960524559021,15-1221.00,computer and information research scientists,0.4917108118534088
222418,30.0,senior manager data science,11-3021.00,computer and information systems managers,0.7165328860282898,global_similarity,11-3021.00,computer and information systems managers,0.7165328860282898,15-1211.00,computer systems analysts,0.2329971194267273,15-1221.00,computer and information research scientists,0.22945867478847504
222443,30.0,software engineer,15-1252.00,software developers,0.7368320226669312,global_similarity,15-1252.00,software developers,0.7368320226669312,15-1253.00,software quality assurance analysts and testers,0.5792960524559021,15-1221.00,computer and information research scientists,0.4917108118534088
222448,30.0,software engineer,15-1252.00,software developers,0.7368320226669312,global_similarity,15-1252.00,software developers,0.7368320226669312,15-1253.00,software quality assurance analysts and testers,0.5792960524559021,15-1221.00,computer and information research scientists,0.4917108118534088
222456,78.0,medical technologist,29-2011.00,medical and clinical laboratory technologists,0.4913674294948578,global_similarity,29-2011.00,medical and clinical laboratory technologists,0.4913674294948578,31-9092.00,medical assistants,0.2528672218322754,29-2032.00,diagnostic medical sonographers,0.2519196569919586
222461,30.0,manager jc50 computer programmers,15-1251.00,computer programmers,0.5708314180374146,global_similarity,15-1251.00,computer programmers,0.5708314180374146,51-9162.00,computer numerically controlled tool programmers,0.18950232863426208,51-9162.00,computer numerically controlled tool programmers,0.1835736781358719
222571,22.0,integration lead chemical engineer,17-2031.00,bioengineers and biomedical engineers,0.4224682152271271,global_similarity,17-2031.00,bioengineers and biomedical engineers,0.4224682152271271,19-4031.00,chemical technicians,0.25666218996047974,51-9011.00,chemical equipment operators and tenders,0.2328844517469406
222618,39.0,senior cellular technologies software engineer,15-1252.00,software developers,0.545143723487854,global_similarity,15-1252.00,software developers,0.545143723487854,15-1253.00,software quality assurance analysts and testers,0.4285910129547119,15-1221.00,computer and information research scientists,0.363791286945343
222643,169.0,intl regulatory compliance specialist routing,53-7199.00,material moving workers all other,0.2622995376586914,global_similarity,53-7199.00,material moving workers all other,0.2622995376586914,13-1041.00,compliance officers,0.2540111243724823,13-2061.00,financial examiners,0.21256381273269653
222695,169.0,senior vice president of human resources,13-1071.00,human resources specialists,0.36270231008529663,global_similarity,13-1071.00,human resources specialists,0.36270231008529663,11-1011.03,chief sustainability officers,0.32557782530784607,11-9199.00,managers all other,0.3197164833545685
222699,30.0,software engineer,15-1252.00,software developers,0.7368320226669312,global_similarity,15-1252.00,software developers,0.7368320226669312,15-1253.00,software quality assurance analysts and testers,0.5792960524559021,15-1221.00,computer and information research scientists,0.4917108118534088
222705,30.0,princ software dev engineer,15-1252.00,software developers,0.6770898699760437,global_similarity,15-1252.00,software developers,0.6770898699760437,15-1253.00,software quality assurance analysts and testers,0.5323268175125122,15-1221.00,computer and information research scientists,0.37282368540763855
222716,166.0,hr specialist,29-9093.00,surgical assistants,0.2942531406879425,global_similarity,29-9093.00,surgical assistants,0.2942531406879425,55-3018.00,special forces,0.2792431712150574,39-4012.00,crematory operators,0.2660785913467407
222722,30.0,sw engineer i,53-5031.00,ship engineers,0.3181336522102356,global_similarity,53-5031.00,ship engineers,0.3181336522102356,51-4041.00,machinists,0.2930312752723694,51-9198.00,helpers production workers,0.28506025671958923
222730,30.0,senior software engineer,15-1252.00,software developers,0.622338056564331,global_similarity,15-1252.00,software developers,0.622338056564331,15-1253.00,software quality assurance analysts and testers,0.4892810583114624,15-1221.00,computer and information research scientists,0.4153054356575012
222736,30.0,quality assurance engineer,15-1253.00,software quality assurance analysts and testers,0.6649797558784485,global_similarity,15-1253.00,software quality assurance analysts and testers,0.6649797558784485,11-3051.01,quality control systems managers,0.5337750911712646,15-1253.00,software quality assurance analysts and testers,0.45131564140319824
222863,39.0,product designer,41-9011.00,demonstrators and product promoters,0.24607735872268677,global_similarity,41-9011.00,demonstrators and product promoters,0.24607735872268677,51-9061.00,inspectors testers sorters samplers and weighers,0.23402349650859833,41-9011.00,demonstrators and product promoters,0.22344034910202026
222919,30.0,software development engineer systems software developer app,15-1252.00,software developers,0.5684588551521301,global_similarity,15-1252.00,software developers,0.5684588551521301,15-1253.00,software quality assurance analysts and testers,0.44692134857177734,15-1221.00,computer and information research scientists,0.29173794388771057
223050,199.0,principal associates data science,15-2051.00,data scientists,0.2761438488960266,global_similarity,15-2051.00,data scientists,0.2761438488960266,15-1242.00,database administrators,0.20729395747184753,15-1243.00,database architects,0.20568300783634186
223056,30.0,systems test engineer,15-1299.08,computer systems engineers architects,0.258674681186676,global_similarity,15-1299.08,computer systems engineers architects,0.258674681186676,51-4041.00,machinists,0.25590401887893677,51-9198.00,helpers production workers,0.22551731765270233
223186,19.0,senior technical writer,15-1251.00,computer programmers,0.3482801616191864,global_similarity,15-1251.00,computer programmers,0.3482801616191864,51-9161.00,computer numerically controlled tool operators,0.34474432468414307,51-9162.00,computer numerically controlled tool programmers,0.33989670872688293
223197,110.0,counsel,11-1011.00,chief executives,0.0,global_similarity,11-1011.00,chief executives,0.0,11-1011.00,chief executives,0.0,11-1011.00,chief executives,0.0
223203,30.0,ace technical lead,15-1251.00,computer programmers,0.3737943470478058,global_similarity,15-1251.00,computer programmers,0.3737943470478058,51-9161.00,computer numerically controlled tool operators,0.3699994683265686,51-9162.00,computer numerically controlled tool programmers,0.3647967278957367
223207,5.0,lead algorithm engineer,51-1011.00,first line supervisors of production and operating workers,0.28229978680610657,global_similarity,51-1011.00,first line supervisors of production and operating workers,0.28229978680610657,51-4199.00,metal workers and plastic workers all other,0.2816450595855713,51-4121.00,welders cutters solderers and brazers,0.24339598417282104
223229,3.0,asic design engineer electronics engineer except computer,17-2072.00,electronics engineers except computer,0.6868290305137634,global_similarity,17-2072.00,electronics engineers except computer,0.6868290305137634,17-2061.00,computer hardware engineers,0.36401841044425964,17-2131.00,materials engineers,0.32901886105537415
223307,30.0,software developer,15-1252.00,software developers,0.48146307468414307,global_similarity,15-1252.00,software developers,0.48146307468414307,15-1253.00,software quality assurance analysts and testers,0.37852540612220764,51-9199.00,production workers all other,0.2902626097202301
223366,199.0,associate implementation,25-4012.00,curators,0.46077921986579895,global_similarity,25-4012.00,curators,0.46077921986579895,43-4081.00,hotel motel and resort desk clerks,0.2488706260919571,11-1011.00,chief executives,0.0
223398,3.0,senior engineer yleld engineers,53-5031.00,ship engineers,0.3100423514842987,global_similarity,53-5031.00,ship engineers,0.3100423514842987,17-2199.08,robotics engineers,0.2632350027561188,17-2199.00,engineers all other,0.26163625717163086
223401,50.0,trader,43-3071.00,tellers,0.3432048261165619,global_similarity,43-3071.00,tellers,0.3432048261165619,11-1011.00,chief executives,0.0,11-1011.00,chief executives,0.0
223411,12.0,process engineer,51-9198.00,helpers production workers,0.28136736154556274,global_similarity,51-9198.00,helpers production workers,0.28136736154556274,51-9061.00,inspectors testers sorters samplers and weighers,0.26830539107322693,51-9061.00,inspectors testers sorters samplers and weighers,0.25879064202308655
223430,30.0,associate application developer,25-4012.00,curators,0.270277738571167,global_similarity,25-4012.00,curators,0.270277738571167,51-9199.00,production workers all other,0.22116614878177643,51-9161.00,computer numerically controlled tool operators,0.21066799759864807
223460,41.0,bioprocess scientist ii,15-1211.00,computer systems analysts,0.2941341996192932,global_similarity,15-1211.00,computer systems analysts,0.2941341996192932,19-1011.00,animal scientists,0.2915036082267761,19-2032.00,materials scientists,0.2900296747684479
223526,30.0,software developer,15-1252.00,software developers,0.48146307468414307,global_similarity,15-1252.00,software developers,0.48146307468414307,15-1253.00,software quality assurance analysts and testers,0.37852540612220764,51-9199.00,production workers all other,0.2902626097202301
223528,30.0,research staff member,11-9121.01,clinical research coordinators,0.3328503966331482,global_similarity,11-9121.01,clinical research coordinators,0.3328503966331482,13-1161.00,market research analysts and marketing specialists,0.3208288252353668,15-2031.00,operations research analysts,0.31502246856689453
223606,30.0,software developer,15-1252.00,software developers,0.48146307468414307,global_similarity,15-1252.00,software developers,0.48146307468414307,15-1253.00,software quality assurance analysts and testers,0.37852540612220764,51-9199.00,production workers all other,0.2902626097202301
223622,30.0,java developer,15-1252.00,software developers,0.3809318244457245,global_similarity,15-1252.00,software developers,0.3809318244457245,51-9199.00,production workers all other,0.34448206424713135,51-9161.00,computer numerically controlled tool operators,0.32813045382499695
223652,182.0,assistant estimator,13-1051.00,cost estimators,0.3415124714374542,global_similarity,13-1051.00,cost estimators,0.3415124714374542,49-9099.00,installation maintenance and repair workers all other,0.29206714034080505,17-3012.00,electrical and electronics drafters,0.247510626912117
223727,30.0,software engineer senior,15-1252.00,software developers,0.622338056564331,global_similarity,15-1252.00,software developers,0.622338056564331,15-1253.00,software quality assurance analysts and testers,0.4892810583114624,15-1221.00,computer and information research scientists,0.4153054356575012
223769,12.0,quality continuous improvement lean manufacturing engineer,17-2112.03,manufacturing engineers,0.5616493225097656,global_similarity,17-2112.03,manufacturing engineers,0.5616493225097656,47-5041.00,continuous mining machine operators,0.20435279607772827,17-2112.02,validation engineers,0.20002828538417816
223854,30.0,software developer,15-1252.00,software developers,0.48146307468414307,global_similarity,15-1252.00,software developers,0.48146307468414307,15-1253.00,software quality assurance analysts and testers,0.37852540612220764,51-9199.00,production workers all other,0.2902626097202301
223856,999.0,jr project mgr,13-1082.00,project management specialists,0.332030713558197,global_similarity,13-1082.00,project management specialists,0.332030713558197,13-1082.00,project management specialists,0.30714863538742065,13-1082.00,project management specialists,0.3062983453273773
223873,30.0,software developer qa,15-1252.00,software developers,0.48146307468414307,global_similarity,15-1252.00,software developers,0.48146307468414307,15-1253.00,software quality assurance analysts and testers,0.37852540612220764,51-9199.00,production workers all other,0.2902626097202301
223906,30.0,machine learning engineer,15-2041.00,statisticians,0.24918107688426971,global_similarity,15-2041.00,statisticians,0.24918107688426971,15-2041.01,biostatisticians,0.24311399459838867,15-2051.00,data scientists,0.19949586689472198
223960,163.0,vice president,11-1011.03,chief sustainability officers,0.43076711893081665,global_similarity,11-1011.03,chief sustainability officers,0.43076711893081665,11-9199.00,managers all other,0.4018633961677551,11-9179.00,personal service managers all other,0.3735343813896179
223961,30.0,computer systems engineer,15-1299.08,computer systems engineers architects,0.6140061020851135,global_similarity,15-1299.08,computer systems engineers architects,0.6140061020851135,15-1211.00,computer systems analysts,0.44709518551826477,15-1211.00,computer systems analysts,0.4324226975440979
224008,39.0,machine learning engineer,15-2041.00,statisticians,0.24918107688426971,global_similarity,15-2041.00,statisticians,0.24918107688426971,15-2041.01,biostatisticians,0.24311399459838867,15-2051.00,data scientists,0.19949586689472198
224031,169.0,sr associate customer engagement strategy planning,25-4012.00,curators,0.2980436682701111,global_similarity,25-4012.00,curators,0.2980436682701111,43-4051.00,customer service representatives,0.2861364483833313,43-4051.00,customer service representatives,0.18753667175769806
224038,30.0,oracle production support,15-1232.00,computer user support specialists,0.35012346506118774,global_similarity,15-1232.00,computer user support specialists,0.35012346506118774,15-1232.00,computer user support specialists,0.3380123972892761,15-1232.00,computer user support specialists,0.2811293601989746
224039,30.0,retail and ecommerce,13-1023.00,purchasing agents except wholesale retail and farm products,0.33206695318222046,global_similarity,13-1023.00,purchasing agents except wholesale retail and farm products,0.33206695318222046,13-1023.00,purchasing agents except wholesale retail and farm products,0.3313785195350647,41-2031.00,retail salespersons,0.18920134007930756
224069,30.0,data engineer,15-2051.00,data scientists,0.3318118453025818,global_similarity,15-2051.00,data scientists,0.3318118453025818,15-1242.00,database administrators,0.24908247590065002,15-1243.00,database architects,0.24714677035808563
224095,30.0,software engineer,15-1252.00,software developers,0.7368320226669312,global_similarity,15-1252.00,software developers,0.7368320226669312,15-1253.00,software quality assurance analysts and testers,0.5792960524559021,15-1221.00,computer and information research scientists,0.4917108118534088
224144,7.0,engineer mechanical,17-2141.00,mechanical engineers,0.7232018709182739,global_similarity,17-2141.00,mechanical engineers,0.7232018709182739,17-3027.00,mechanical engineering technologists and technicians,0.6106875538825989,41-9031.00,sales engineers,0.5048209428787231
224213,30.0,machine learning engineer,15-2041.00,statisticians,0.24918107688426971,global_similarity,15-2041.00,statisticians,0.24918107688426971,15-2041.01,biostatisticians,0.24311399459838867,15-2051.00,data scientists,0.19949586689472198
224219,30.0,software developer,15-1252.00,software developers,0.48146307468414307,global_similarity,15-1252.00,software developers,0.48146307468414307,15-1253.00,software quality assurance analysts and testers,0.37852540612220764,51-9199.00,production workers all other,0.2902626097202301
224270,39.0,data analyst,15-1241.00,computer network architects,0.3871660828590393,global_similarity,15-1241.00,computer network architects,0.3871660828590393,15-1231.00,computer network support specialists,0.3707824647426605,15-2051.00,data scientists,0.31592562794685364
224290,160.0,associate global credit risk,13-2054.00,financial risk specialists,0.3331053555011749,global_similarity,13-2054.00,financial risk specialists,0.3331053555011749,13-2041.00,credit analysts,0.31509166955947876,13-2041.00,credit analysts,0.31509166955947876
224302,3.0,design verification engineer electronics engineers except co,17-2072.00,electronics engineers except computer,0.7757115364074707,global_similarity,17-2072.00,electronics engineers except computer,0.7757115364074707,17-2131.00,materials engineers,0.24094581604003906,17-2061.00,computer hardware engineers,0.22270891070365906
224313,30.0,software development engineer i,15-1252.00,software developers,0.5534238815307617,global_similarity,15-1252.00,software developers,0.5534238815307617,15-1253.00,software quality assurance analysts and testers,0.43510088324546814,15-1221.00,computer and information research scientists,0.3047299087047577
224319,30.0,senior database engineer,15-1242.00,database administrators,0.2341100126504898,global_similarity,15-1242.00,database administrators,0.2341100126504898,15-1243.00,database architects,0.23229064047336578,13-1071.00,human resources specialists,0.19052496552467346
224365,39.0,software engineering mts,15-1252.00,software developers,0.5411996841430664,global_similarity,15-1252.00,software developers,0.5411996841430664,15-1253.00,software quality assurance analysts and testers,0.42549023032188416,15-1221.00,computer and information research scientists,0.2531355321407318
224417,39.0,research scientist,11-9121.01,clinical research coordinators,0.28628191351890564,global_similarity,11-9121.01,clinical research coordinators,0.28628191351890564,15-1211.00,computer systems analysts,0.2796207666397095,19-1011.00,animal scientists,0.2771199643611908
224491,50.0,associate consultant business operations,13-1199.00,business operations specialists all other,0.6963814496994019,global_similarity,13-1199.00,business operations specialists all other,0.6963814496994019,13-1199.00,business operations specialists all other,0.6038102507591248,13-1199.00,business operations specialists all other,0.32613199949264526
224608,39.0,vice president program management shipping logistics,11-1011.03,chief sustainability officers,0.3295232355594635,global_similarity,11-1011.03,chief sustainability officers,0.3295232355594635,13-1082.00,project management specialists,0.31459832191467285,11-9199.00,managers all other,0.3074127733707428
224646,12.0,manufacturing engineer iii,17-2112.03,manufacturing engineers,0.6019757986068726,global_similarity,17-2112.03,manufacturing engineers,0.6019757986068726,51-1011.00,first line supervisors of production and operating workers,0.21507765352725983,51-9198.00,helpers production workers,0.21290796995162964
224655,161.0,program operations manager,11-1011.00,chief executives,0.3224601447582245,global_similarity,11-1011.00,chief executives,0.3224601447582245,11-9199.02,compliance managers,0.31116020679473877,27-2012.00,producers and directors,0.2219385802745819
224687,199.0,associate management consultant,13-1082.00,project management specialists,0.3254036009311676,global_similarity,13-1082.00,project management specialists,0.3254036009311676,25-4012.00,curators,0.3160262107849121,13-1199.07,security management specialists,0.2764529883861542
224729,199.0,data analyst,15-1241.00,computer network architects,0.3871660828590393,global_similarity,15-1241.00,computer network architects,0.3871660828590393,15-1231.00,computer network support specialists,0.3707824647426605,15-2051.00,data scientists,0.31592562794685364
224733,30.0,devleoper user interface,15-1232.00,computer user support specialists,0.34204116463661194,global_similarity,15-1232.00,computer user support specialists,0.34204116463661194,15-1255.00,web and digital interface designers,0.22101981937885284,15-1232.00,computer user support specialists,0.21299205720424652
224744,30.0,site quality environmental health and safety engineer,17-2111.00,health and safety engineers except mining safety engineers and inspectors,0.44981643557548523,global_similarity,17-2111.00,health and safety engineers except mining safety engineers and inspectors,0.44981643557548523,19-5011.00,occupational health and safety specialists,0.39819803833961487,19-5011.00,occupational health and safety specialists,0.3900735378265381
224801,30.0,software engineer,15-1252.00,software developers,0.7368320226669312,global_similarity,15-1252.00,software developers,0.7368320226669312,15-1253.00,software quality assurance analysts and testers,0.5792960524559021,15-1221.00,computer and information research scientists,0.4917108118534088
224805,30.0,business analyst,25-1011.00,business teachers postsecondary,0.36426252126693726,global_similarity,25-1011.00,business teachers postsecondary,0.36426252126693726,13-1199.00,business operations specialists all other,0.3396761119365692,13-1199.00,business operations specialists all other,0.3385966122150421
224816,160.0,analytical reporting analyst,43-4171.00,receptionists and information clerks,0.2860592305660248,global_similarity,43-4171.00,receptionists and information clerks,0.2860592305660248,11-1011.00,chief executives,0.17913083732128143,19-4012.00,agricultural technicians,0.17247654497623444
224903,30.0,associate,25-4012.00,curators,0.46077921986579895,global_similarity,25-4012.00,curators,0.46077921986579895,43-4081.00,hotel motel and resort desk clerks,0.2488706260919571,11-1011.00,chief executives,0.0
225019,30.0,associate data engineer,25-4012.00,curators,0.3155251443386078,global_similarity,25-4012.00,curators,0.3155251443386078,15-2051.00,data scientists,0.24181275069713593,15-1242.00,database administrators,0.18152251839637756
225101,19.0,system analysis engineer,51-1011.00,first line supervisors of production and operating workers,0.2235070765018463,global_similarity,51-1011.00,first line supervisors of production and operating workers,0.2235070765018463,17-2199.10,wind energy engineers,0.20556174218654633,13-1141.00,compensation benefits and job analysis specialists,0.1912139356136322
225111,30.0,software engineer,15-1252.00,software developers,0.7368320226669312,global_similarity,15-1252.00,software developers,0.7368320226669312,15-1253.00,software quality assurance analysts and testers,0.5792960524559021,15-1221.00,computer and information research scientists,0.4917108118534088
225160,30.0,software developer,15-1252.00,software developers,0.48146307468414307,global_similarity,15-1252.00,software developers,0.48146307468414307,15-1253.00,software quality assurance analysts and testers,0.37852540612220764,51-9199.00,production workers all other,0.2902626097202301
225184,199.0,associate management consultant,13-1082.00,project management specialists,0.3254036009311676,global_similarity,13-1082.00,project management specialists,0.3254036009311676,25-4012.00,curators,0.3160262107849121,13-1199.07,security management specialists,0.2764529883861542
225266,20.0,product manager,41-9011.00,demonstrators and product promoters,0.27413681149482727,global_similarity,41-9011.00,demonstrators and product promoters,0.27413681149482727,51-9061.00,inspectors testers sorters samplers and weighers,0.26070845127105713,41-9011.00,demonstrators and product promoters,0.2489185631275177
225379,160.0,fso consulting staff business consulting,25-1011.00,business teachers postsecondary,0.5028561949729919,global_similarity,25-1011.00,business teachers postsecondary,0.5028561949729919,13-1199.00,business operations specialists all other,0.32674598693847656,13-1199.00,business operations specialists all other,0.3160402476787567
225475,162.0,investment banking associate,13-2051.00,financial and investment analysts,0.42728009819984436,global_similarity,13-2051.00,financial and investment analysts,0.42728009819984436,25-4012.00,curators,0.32582011818885803,13-2054.00,financial risk specialists,0.26576271653175354
225515,20.0,data analyst 2,15-1241.00,computer network architects,0.3871660828590393,global_similarity,15-1241.00,computer network architects,0.3871660828590393,15-1231.00,computer network support specialists,0.3707824647426605,15-2051.00,data scientists,0.31592562794685364
225623,30.0,quality engineer,17-2112.02,validation engineers,0.3758500814437866,global_similarity,17-2112.02,validation engineers,0.3758500814437866,19-4099.01,quality control analysts,0.36098918318748474,11-3051.01,quality control systems managers,0.3551684617996216
225685,30.0,software engineer,15-1252.00,software developers,0.7368320226669312,global_similarity,15-1252.00,software developers,0.7368320226669312,15-1253.00,software quality assurance analysts and testers,0.5792960524559021,15-1221.00,computer and information research scientists,0.4917108118534088
225753,30.0,business systems analyst,15-1299.08,computer systems engineers architects,0.36174407601356506,global_similarity,15-1299.08,computer systems engineers architects,0.36174407601356506,15-1211.00,computer systems analysts,0.34000107645988464,13-1082.00,project management specialists,0.30640774965286255
225820,30.0,software developer,15-1252.00,software developers,0.48146307468414307,global_similarity,15-1252.00,software developers,0.48146307468414307,15-1253.00,software quality assurance analysts and testers,0.37852540612220764,51-9199.00,production workers all other,0.2902626097202301
225926,12.0,industrial engineer,17-3026.00,industrial engineering technologists and technicians,0.6020258069038391,global_similarity,17-3026.00,industrial engineering technologists and technicians,0.6020258069038391,17-2112.00,industrial engineers,0.25196918845176697,11-3051.00,industrial production managers,0.15082523226737976
225981,30.0,machine learning enginer,15-2041.00,statisticians,0.26579633355140686,global_similarity,15-2041.00,statisticians,0.26579633355140686,15-2041.01,biostatisticians,0.25932469964027405,15-2051.00,data scientists,0.2127981036901474
225998,199.0,client service specialist,49-3023.00,automotive service technicians and mechanics,0.3125751316547394,global_similarity,49-3023.00,automotive service technicians and mechanics,0.3125751316547394,39-9099.00,personal care and service workers all other,0.2765553295612335,43-4051.00,customer service representatives,0.2512366473674774
226065,199.0,associate management consultant,13-1082.00,project management specialists,0.3254036009311676,global_similarity,13-1082.00,project management specialists,0.3254036009311676,25-4012.00,curators,0.3160262107849121,13-1199.07,security management specialists,0.2764529883861542
226069,12.0,project engineer,11-9041.00,architectural and engineering managers,0.5376113057136536,global_similarity,11-9041.00,architectural and engineering managers,0.5376113057136536,11-9041.01,biofuels biodiesel technology and product development managers,0.363844633102417,13-1082.00,project management specialists,0.16630715131759644
226114,22.0,senior scientist,15-1211.00,computer systems analysts,0.2544594407081604,global_similarity,15-1211.00,computer systems analysts,0.2544594407081604,19-1011.00,animal scientists,0.2521836757659912,19-2032.00,materials scientists,0.25090858340263367
226122,7.0,senior engineer mems characterization engineering,17-3023.00,electrical and electronic engineering technologists and technicians,0.30840781331062317,global_similarity,17-3023.00,electrical and electronic engineering technologists and technicians,0.30840781331062317,11-9041.00,architectural and engineering managers,0.2523282766342163,11-9041.00,architectural and engineering managers,0.2514015734195709
226124,30.0,associate software engineering,15-1252.00,software developers,0.4092482626438141,global_similarity,15-1252.00,software developers,0.4092482626438141,15-1253.00,software quality assurance analysts and testers,0.3217502534389496,25-4012.00,curators,0.30151334404945374
226206,12.0,product and materials test engineer,17-2131.00,materials engineers,0.39297816157341003,global_similarity,17-2131.00,materials engineers,0.39297816157341003,19-2032.00,materials scientists,0.27172890305519104,17-2131.00,materials engineers,0.2301848977804184
226218,184.0,americas head operations change management,41-2012.00,gambling change persons and booth cashiers,0.2899654507637024,global_similarity,41-2012.00,gambling change persons and booth cashiers,0.2899654507637024,13-1082.00,project management specialists,0.23017461597919464,35-1011.00,chefs and head cooks,0.2299199402332306
226264,161.0,manager business operations,13-1199.00,business operations specialists all other,0.503943920135498,global_similarity,13-1199.00,business operations specialists all other,0.503943920135498,13-1199.00,business operations specialists all other,0.4874323904514313,13-1199.00,business operations specialists all other,0.45778006315231323
226266,30.0,data engineer,15-2051.00,data scientists,0.3318118453025818,global_similarity,15-2051.00,data scientists,0.3318118453025818,15-1242.00,database administrators,0.24908247590065002,15-1243.00,database architects,0.24714677035808563
226387,199.0,associate management consultant,13-1082.00,project management specialists,0.3254036009311676,global_similarity,13-1082.00,project management specialists,0.3254036009311676,25-4012.00,curators,0.3160262107849121,13-1199.07,security management specialists,0.2764529883861542
226394,76.0,occupational therapist,29-1122.00,occupational therapists,0.7461670637130737,global_similarity,29-1122.00,occupational therapists,0.7461670637130737,31-2021.00,physical therapist assistants,0.2544250786304474,31-2011.00,occupational therapy assistants,0.24577796459197998
226429,161.0,associate quant analytics,13-2099.01,financial quantitative analysts,0.7645831108093262,global_similarity,13-2099.01,financial quantitative analysts,0.7645831108093262,13-2051.00,financial and investment analysts,0.13983197510242462,15-1211.00,computer systems analysts,0.12708120048046112
226430,7.0,plant modeling sw tools engineer,11-9041.00,architectural and engineering managers,0.3505242168903351,global_similarity,11-9041.00,architectural and engineering managers,0.3505242168903351,51-8092.00,gas plant operators,0.3347170948982239,51-8092.00,gas plant operators,0.33106839656829834
226448,199.0,associate management consultant,13-1082.00,project management specialists,0.3254036009311676,global_similarity,13-1082.00,project management specialists,0.3254036009311676,25-4012.00,curators,0.3160262107849121,13-1199.07,security management specialists,0.2764529883861542
226482,30.0,software engineer,15-1252.00,software developers,0.7368320226669312,global_similarity,15-1252.00,software developers,0.7368320226669312,15-1253.00,software quality assurance analysts and testers,0.5792960524559021,15-1221.00,computer and information research scientists,0.4917108118534088
226483,72.0,dentist associate,29-1021.00,dentists general,0.3488469421863556,global_similarity,29-1021.00,dentists general,0.3488469421863556,25-4012.00,curators,0.3179730772972107,43-4081.00,hotel motel and resort desk clerks,0.171739861369133
226565,79.0,veterinary intern,29-2056.00,veterinary technologists and technicians,0.6482087969779968,global_similarity,29-2056.00,veterinary technologists and technicians,0.6482087969779968,31-9096.00,veterinary assistants and laboratory animal caretakers,0.5242490172386169,29-1222.00,physicians pathologists,0.3872086703777313
226635,189.0,operations manager,11-1021.00,general and operations managers,0.2978264093399048,global_similarity,11-1021.00,general and operations managers,0.2978264093399048,11-1021.00,general and operations managers,0.2926722466945648,15-2031.00,operations research analysts,0.2844903767108917
226731,162.0,business development specialist,39-9011.00,childcare workers,0.45900097489356995,global_similarity,39-9011.00,childcare workers,0.45900097489356995,25-1011.00,business teachers postsecondary,0.2232312262058258,13-1199.00,business operations specialists all other,0.21339230239391327
226735,20.0,clinical data manager,11-3021.00,computer and information systems managers,0.7483852505683899,global_similarity,11-3021.00,computer and information systems managers,0.7483852505683899,15-1221.00,computer and information research scientists,0.3086286187171936,15-1299.02,geographic information systems technologists and technicians,0.2430139183998108
226776,20.0,business operations consultant,13-1199.00,business operations specialists all other,0.662676990032196,global_similarity,13-1199.00,business operations specialists all other,0.662676990032196,13-1199.00,business operations specialists all other,0.5745862126350403,13-1199.00,business operations specialists all other,0.44804996252059937
