applicant_id,DOT_category,job_norm,predicted_SOC,predicted_SOC_title,similarity_score,method,alt1_SOC,alt1_SOC_title,alt1_score,alt2_SOC,alt2_SOC_title,alt2_score,alt3_SOC,alt3_SOC_title,alt3_score
34399,30.0,software engineer,15-1252.00,software developers,0.7368320226669312,global_similarity,15-1252.00,software developers,0.7368320226669312,15-1253.00,software quality assurance analysts and testers,0.5792960524559021,15-1221.00,computer and information research scientists,0.4917108118534088
34436,30.0,professional programmer analyst,15-1211.00,computer systems analysts,0.6076332330703735,global_similarity,15-1211.00,computer systems analysts,0.6076332330703735,15-1251.00,computer programmers,0.22645968198776245,15-1299.01,web administrators,0.2142922729253769
34466,3.0,senior member of technical staff i,15-1251.00,computer programmers,0.3512522578239441,global_similarity,15-1251.00,computer programmers,0.3512522578239441,51-9161.00,computer numerically controlled tool operators,0.347686231136322,51-9162.00,computer numerically controlled tool programmers,0.34279724955558777
34912,30.0,software development enginer i,15-1252.00,software developers,0.5094536542892456,global_similarity,15-1252.00,software developers,0.5094536542892456,15-1253.00,software quality assurance analysts and testers,0.400531530380249,51-4041.00,machinists,0.2518938481807709
35083,20.0,principal biostatistician,15-2041.00,statisticians,0.22826267778873444,global_similarity,15-2041.00,statisticians,0.22826267778873444,15-2041.01,biostatisticians,0.2227049171924591,15-2051.00,data scientists,0.1827484518289566
35357,49.0,research scientist,11-9121.01,clinical research coordinators,0.28628191351890564,global_similarity,11-9121.01,clinical research coordinators,0.28628191351890564,15-1211.00,computer systems analysts,0.2796207666397095,19-1011.00,animal scientists,0.2771199643611908
35418,30.0,researcher,11-1011.00,chief executives,0.0,global_similarity,11-1011.00,chief executives,0.0,11-1011.00,chief executives,0.0,11-1011.00,chief executives,0.0
35540,30.0,technical consultant,15-1251.00,computer programmers,0.37714189291000366,global_similarity,15-1251.00,computer programmers,0.37714189291000366,51-9161.00,computer numerically controlled tool operators,0.3733130395412445,51-9162.00,computer numerically controlled tool programmers,0.36806368827819824
35752,30.0,computer info systems mgr,15-1299.08,computer systems engineers architects,0.47814154624938965,global_similarity,15-1299.08,computer systems engineers architects,0.47814154624938965,15-1299.00,computer occupations all other,0.35500866174697876,15-1211.00,computer systems analysts,0.3481639325618744
36041,30.0,apps systems engineer 6,15-1299.08,computer systems engineers architects,0.33204296231269836,global_similarity,15-1299.08,computer systems engineers architects,0.33204296231269836,17-2199.11,solar energy systems engineers,0.26570993661880493,15-1211.00,computer systems analysts,0.24178069829940796
36081,30.0,software engineer sap,15-1252.00,software developers,0.7368320226669312,global_similarity,15-1252.00,software developers,0.7368320226669312,15-1253.00,software quality assurance analysts and testers,0.5792960524559021,15-1221.00,computer and information research scientists,0.4917108118534088
36456,20.0,quantitative developer,13-2099.01,financial quantitative analysts,0.7488749623298645,global_similarity,13-2099.01,financial quantitative analysts,0.7488749623298645,13-2051.00,financial and investment analysts,0.1188516914844513,15-1211.00,computer systems analysts,0.10801402479410172
36556,30.0,developer i,51-9199.00,production workers all other,0.4198457598686218,global_similarity,51-9199.00,production workers all other,0.4198457598686218,51-9161.00,computer numerically controlled tool operators,0.3999168276786804,51-9162.00,computer numerically controlled tool programmers,0.3942933976650238
37074,72.0,denitst,11-1011.00,chief executives,0.0,global_similarity,11-1011.00,chief executives,0.0,11-1011.00,chief executives,0.0,11-1011.00,chief executives,0.0
37262,,team leader engineering pm1,51-2092.00,team assemblers,0.28573641180992126,global_similarity,51-2092.00,team assemblers,0.28573641180992126,51-2092.00,team assemblers,0.2504040002822876,51-9191.00,adhesive bonding machine operators and tenders,0.18408171832561493
37293,39.0,software developer applications,15-1252.00,software developers,0.37460899353027344,global_similarity,15-1252.00,software developers,0.37460899353027344,15-1253.00,software quality assurance analysts and testers,0.294516921043396,17-2199.05,mechatronics engineers,0.23954954743385315
37440,3.0,modern software engineer,15-1252.00,software developers,0.7368320226669312,global_similarity,15-1252.00,software developers,0.7368320226669312,15-1253.00,software quality assurance analysts and testers,0.5792960524559021,15-1221.00,computer and information research scientists,0.4917108118534088
37806,30.0,software developer applications,15-1252.00,software developers,0.37460899353027344,global_similarity,15-1252.00,software developers,0.37460899353027344,15-1253.00,software quality assurance analysts and testers,0.294516921043396,17-2199.05,mechatronics engineers,0.23954954743385315
37819,30.0,sap systems analyst functional,15-1299.08,computer systems engineers architects,0.44266703724861145,global_similarity,15-1299.08,computer systems engineers architects,0.44266703724861145,15-1211.00,computer systems analysts,0.41606006026268005,13-1082.00,project management specialists,0.3749518394470215
38270,30.0,software developer,15-1252.00,software developers,0.48146307468414307,global_similarity,15-1252.00,software developers,0.48146307468414307,15-1253.00,software quality assurance analysts and testers,0.37852540612220764,51-9199.00,production workers all other,0.2902626097202301
38551,186.0,manager finance,11-9199.00,managers all other,0.29278913140296936,global_similarity,11-9199.00,managers all other,0.29278913140296936,11-9199.00,managers all other,0.2853487730026245,11-9199.00,managers all other,0.2803080081939697
38836,1.0,architect i,17-1012.00,landscape architects,0.32705721259117126,global_similarity,17-1012.00,landscape architects,0.32705721259117126,17-1011.00,architects except landscape and naval,0.31904464960098267,17-2121.00,marine engineers and naval architects,0.2818155288696289
38857,131.0,pharmacy mgmt analyst,29-2052.00,pharmacy technicians,0.3397423028945923,global_similarity,29-2052.00,pharmacy technicians,0.3397423028945923,31-9095.00,pharmacy aides,0.32567036151885986,11-1011.00,chief executives,0.1850159615278244
38894,30.0,manager,11-9199.00,managers all other,0.29278913140296936,global_similarity,11-9199.00,managers all other,0.29278913140296936,11-9199.00,managers all other,0.2853487730026245,11-9199.00,managers all other,0.2803080081939697
38934,160.0,staff accountant,13-2011.00,accountants and auditors,0.36085638403892517,global_similarity,13-2011.00,accountants and auditors,0.36085638403892517,11-1011.00,chief executives,0.0,11-1011.00,chief executives,0.0
39127,30.0,computer systems analyst,15-1299.08,computer systems engineers architects,0.6902729272842407,global_similarity,15-1299.08,computer systems engineers architects,0.6902729272842407,15-1211.00,computer systems analysts,0.5709323287010193,15-1299.00,computer occupations all other,0.5173631310462952
39550,30.0,software developer,15-1252.00,software developers,0.48146307468414307,global_similarity,15-1252.00,software developers,0.48146307468414307,15-1253.00,software quality assurance analysts and testers,0.37852540612220764,51-9199.00,production workers all other,0.2902626097202301
39568,1.0,landscape designer,17-1012.00,landscape architects,0.5109147429466248,global_similarity,17-1012.00,landscape architects,0.5109147429466248,37-3011.00,landscaping and groundskeeping workers,0.26331600546836853,17-1011.00,architects except landscape and naval,0.24919894337654114
39668,20.0,quantitative data scientist,13-2099.01,financial quantitative analysts,0.6440466046333313,global_similarity,13-2099.01,financial quantitative analysts,0.6440466046333313,15-1211.00,computer systems analysts,0.22271370887756348,15-2051.00,data scientists,0.13892114162445068
39911,12.0,amo maintenance planner,11-2021.00,marketing managers,0.31858256459236145,global_similarity,11-2021.00,marketing managers,0.31858256459236145,41-3021.00,insurance sales agents,0.28696632385253906,17-3022.00,civil engineering technologists and technicians,0.2620643079280853
40059,50.0,quantiative analyst,13-2099.01,financial quantitative analysts,0.7512054443359375,global_similarity,13-2099.01,financial quantitative analysts,0.7512054443359375,13-2051.00,financial and investment analysts,0.25690361857414246,13-2054.00,financial risk specialists,0.2012075036764145
40430,30.0,software engineer,15-1252.00,software developers,0.7368320226669312,global_similarity,15-1252.00,software developers,0.7368320226669312,15-1253.00,software quality assurance analysts and testers,0.5792960524559021,15-1221.00,computer and information research scientists,0.4917108118534088
40650,,program manager,11-1011.00,chief executives,0.386648029088974,global_similarity,11-1011.00,chief executives,0.386648029088974,11-9199.02,compliance managers,0.37309879064559937,27-2012.00,producers and directors,0.2661169767379761
40707,20.0,royalty analyst,11-1011.00,chief executives,0.32125943899154663,global_similarity,11-1011.00,chief executives,0.32125943899154663,19-4012.00,agricultural technicians,0.3093253970146179,17-2081.00,environmental engineers,0.28060904145240784
40770,30.0,software engineer,15-1252.00,software developers,0.7368320226669312,global_similarity,15-1252.00,software developers,0.7368320226669312,15-1253.00,software quality assurance analysts and testers,0.5792960524559021,15-1221.00,computer and information research scientists,0.4917108118534088
40878,30.0,ios developer,51-9199.00,production workers all other,0.4198457598686218,global_similarity,51-9199.00,production workers all other,0.4198457598686218,51-9161.00,computer numerically controlled tool operators,0.3999168276786804,51-9162.00,computer numerically controlled tool programmers,0.3942933976650238
41298,31.0,sr asso software developers applic,15-1252.00,software developers,0.7940330505371094,global_similarity,15-1252.00,software developers,0.7940330505371094,15-1253.00,software quality assurance analysts and testers,0.2847989499568939,15-1254.00,web developers,0.24407297372817993
